vehicle_id,vehicle_type,plate_number,capacity_kg,status
20472,VAN,RJ28AJ4930,453.0,ACTIVE
25586,BIKE,RJ12OJ6091,20.0,ACTIVE
3288,VAN,DL08RY9644,123.0,INACTIVE
9543,TRUCK,DL01YN4618,1429.0,INACTIVE
9738,TRUCK,RJ33NY4896,508.0,ACTIVE
22601,VAN,DL07IE5208,488.0,ACTIVE
10785,SCOOTER,RJ17YO3711,27.0,ACTIVE
22501,TRUCK,DL09PU1195,1235.0,MAINTENANCE
20198,VAN,RJ24NL2294,498.0,MAINTENANCE
22918,BIKE,DL06FM6904,-1.0,INACTIVE
14429,SCOOTER,RJ37RT7418,38.0,ACTIVE
2233,BIKE,DL05NK8012,28.0,ACTIVE
12094,SCOOTER,DL03TC8438,24.0,MAINTENANCE
3799,VAN,RJ31SY7917,122.0,ACTIVE
8440,SCOOTER,RJ36MZ7852,37.0,ACTIVE
21891,BIKE,RJ16OO8217,26.0,ACTIVE
24711,BIKE,INVALID,,MAINTENANCE
2785,SCOOTER,DL02DJ1641,20.0,INACTIVE
8140,SCOOTER,DL08KU6262,,ACTIVE
12739,SCOOTER,DL04AI4952,27.0,INACTIVE
3582,BIKE,RJ17RQ2257,11.0,MAINTENANCE
19508,SCOOTER,RJ34FA9194,35.0,INACTIVE
7199,BIKE,DL02FG9151,21.0,ACTIVE
3208,VAN,RJ29LW5285,237.0,MAINTENANCE
2320,SCOOTER,DL01DN8444,,INACTIVE
16821,SCOOTER,DL03MF5191,-10.0,ACTIVE
7843,BIKE,DL08TU3133,25.0,INACTIVE
18170,BIKE,DL05YA7495,13.0,INACTIVE
24879,VAN,RJ25EC3279,268.0,ACTIVE
13743,BIKE,DL04KR7741,23.0,ACTIVE
1808,SCOOTER,DL04LU6697,25.0,ACTIVE
20337,VAN,RJ30WJ5542,213.0,INACTIVE
10348,SCOOTER,RJ27YC4577,,ACTIVE
17237,VAN,RJ33TP1522,157.0,ACTIVE
25559,SCOOTER,DL08GK9213,33.0,ACTIVE
11567,UNKNOWN,RJ12UQ1763,15.0,ACTIVE
10958,VAN,123,479.0,ACTIVE
10371,SCOOTER,RJ36DT2613,27.0,MAINTENANCE
8693,BIKE,RJ10UI6954,,ACTIVE
6333,BIKE,RJ21KA6415,22.0,MAINTENANCE
26990,SCOOTER,DL06ZM8950,26.0,INACTIVE
12574,BIKE,RJ24BM5146,10.0,ACTIVE
21411,VAN,123,256.0,ACTIVE
28794,VAN,DL03TS8211,476.0,ACTIVE
6529,BIKE,RJ13XD6343,23.0,ACTIVE
27627,BIKE,RJ25JE9339,11.0,
20764,SCOOTER,DL02FG9151,31.0,ACTIVE
3400,BIKE,RJ37YC3280,17.0,INACTIVE
16732,BIKE,RJ25MG6395,26.0,ACTIVE
3920,TRUCK,RJ24XF5471,1162.0,INACTIVE
23354,SCOOTER,RJ35OC7884,32.0,ACTIVE
20763,BIKE,RJ15TA2821,18.0,MAINTENANCE
15570,SCOOTER,DL09BR9508,37.0,MAINTENANCE
25926,SCOOTER,RJ28CR9072,33.0,MAINTENANCE
5565,VAN,DL09PZ1041,451.0,ACTIVE
3215,BIKE,RJ13LS2821,25.0,ACTIVE
7812,BIKE,RJ24NL2294,25.0,ACTIVE
21099,BIKE,RJ15UK6342,22.0,MAINTENANCE
27620,BIKE,RJ18DA7098,28.0,MAINTENANCE
12083,BIKE,XXX000,19.0,ACTIVE
12294,BIKE,RJ21DE9250,28.0,ACTIVE
14113,BIKE,RJ25UZ5406,24.0,ACTIVE
10286,SCOOTER,DL04AI9625,28.0,ACTIVE
27096,TRUCK,DL05WF7713,1312.0,ACTIVE
12619,SCOOTER,RJ19FO7027,28.0,ACTIVE
28540,SCOOTER,DL02FG9151,,INACTIVE
20257,VAN,DL04FC4804,145.0,INACTIVE
3182,BIKE,RJ29XN7485,-1.0,ACTIVE
3758,SCOOTER,DL02LN5969,22.0,ACTIVE
29241,TRUCK,RJ34BL6319,590.0,ACTIVE
15099,BIKE,DL08QD1360,18.0,MAINTENANCE
5461,,RJ25ZT6503,38.0,ACTIVE
24499,SCOOTER,DL08VM5911,34.0,ACTIVE
17852,SCOOTER,RJ25JT3947,22.0,ACTIVE
16736,SCOOTER,123,32.0,ACTIVE
14682,BIKE,DL03ZY4426,27.0,INACTIVE
9732,???,123,38.0,ACTIVE
7278,BIKE,DL02SV2576,18.0,INACTIVE
18919,SCOOTER,RJ15EN1404,37.0,ACTIVE
14530,SCOOTER,DL02ZE4706,28.0,ACTIVE
3617,BIKE,DL06UN8293,21.0,ACTIVE
28074,SCOOTER,RJ15EN1404,,MAINTENANCE
3542,VAN,RJ23GI5776,,INACTIVE
20641,VAN,DL09OE1190,166.0,INACTIVE
14875,UNKNOWN,DL09XP8185,357.0,ACTIVE
1744,???,RJ25RU4542,443.0,INACTIVE
19834,SCOOTER,DL05IY9724,33.0,ACTIVE
29857,VAN,RJ38WM6872,368.0,ACTIVE
4951,TRUCK,RJ39WA3105,682.0,ACTIVE
10135,BIKE,RJ26MU3402,12.0,ACTIVE
1676,SCOOTER,RJ31GF1890,28.0,
13288,SCOOTER,DL09EJ2975,24.0,ACTIVE
120,TRUCK,RJ35VH6684,1009.0,INACTIVE
20647,SCOOTER,RJ37AL8443,36.0,MAINTENANCE
10312,VAN,RJ17UP8053,228.0,ACTIVE
5048,BIKE,RJ34FU1066,24.0,INACTIVE
4120,TRUCK,INVALID,1396.0,MAINTENANCE
7091,BIKE,DL09TD1646,28.0,ACTIVE
24594,SCOOTER,RJ23KX9631,15.0,INACTIVE
5246,BIKE,DL07SX2519,29.0,INACTIVE
3987,TRUCK,RJ38DM7266,577.0,MAINTENANCE
24900,BIKE,RJ27SO6830,25.0,ACTIVE
14761,TRUCK,DL03MI4528,1704.0,MAINTENANCE
9888,VAN,DL02UE9445,436.0,
10753,BIKE,DL07IY7173,27.0,ACTIVE
6389,UNKNOWN,RJ18FN4725,127.0,ACTIVE
16208,UNKNOWN,RJ13NM3843,,INACTIVE
15098,TRUCK,123,1153.0,ACTIVE
29222,TRUCK,XXX000,650.0,ACTIVE
29279,,DL05PJ4689,256.0,MAINTENANCE
24486,SCOOTER,RJ35LH1194,21.0,INACTIVE
14432,BIKE,RJ33BE5445,23.0,ACTIVE
3143,BIKE,DL02XG9735,15.0,ACTIVE
28113,BIKE,DL01VT5680,21.0,INACTIVE
26592,TRUCK,RJ11DG2030,,MAINTENANCE
28811,BIKE,DL06YW4404,21.0,MAINTENANCE
28363,BIKE,RJ15EN1404,14.0,ACTIVE
521,SCOOTER,RJ33XC9860,35.0,MAINTENANCE
386,SCOOTER,DL09PM4754,15.0,ACTIVE
24048,TRUCK,DL09FI4968,1504.0,INACTIVE
20178,TRUCK,DL06RC4390,810.0,ACTIVE
8194,VAN,RJ13DS5540,304.0,INACTIVE
9290,VAN,RJ25JZ5614,157.0,ACTIVE
26221,BIKE,DL04DK2787,17.0,ACTIVE
10133,BIKE,RJ27CN9422,14.0,MAINTENANCE
29801,VAN,RJ25EC3279,240.0,ACTIVE
19138,BIKE,XXX000,13.0,ACTIVE
13210,BIKE,DL09HG7611,,ACTIVE
12960,VAN,DL04TD8668,316.0,INACTIVE
2450,BIKE,DL07ET2578,25.0,ACTIVE
16359,TRUCK,XXX000,587.0,ACTIVE
17188,BIKE,RJ21DO9074,14.0,MAINTENANCE
17330,SCOOTER,DL04MT8755,34.0,ACTIVE
439,SCOOTER,DL08QJ4860,17.0,ACTIVE
27662,SCOOTER,DL05IO2594,36.0,ACTIVE
12737,SCOOTER,RJ25DV5053,38.0,ACTIVE
169,VAN,DL06QZ8841,165.0,ACTIVE
13239,BIKE,123,23.0,ACTIVE
23400,BIKE,DL06BT5021,20.0,MAINTENANCE
18888,BIKE,DL03MI4528,26.0,ACTIVE
3979,SCOOTER,DL07YP6489,26.0,ACTIVE
17511,TRUCK,DL03RL2006,915.0,MAINTENANCE
21881,VAN,RJ35KI1720,300.0,INACTIVE
10076,???,DL05FH7115,390.0,ACTIVE
3610,BIKE,DL09EA4804,15.0,ACTIVE
9510,SCOOTER,RJ39YD7948,21.0,ACTIVE
7093,BIKE,DL08YM1535,15.0,MAINTENANCE
4697,TRUCK,DL03KE6822,565.0,ACTIVE
22749,TRUCK,DL04MT7783,1265.0,INACTIVE
9300,SCOOTER,DL08QJ4860,15.0,ACTIVE
23593,SCOOTER,RJ30IO1450,38.0,ACTIVE
18685,BIKE,DL05JI3382,28.0,ACTIVE
12061,SCOOTER,RJ12UR4949,16.0,ACTIVE
682,UNKNOWN,DL07AO6139,21.0,INACTIVE
14230,BIKE,DL06QZ8841,11.0,ACTIVE
1522,BIKE,RJ17QL9464,20.0,ACTIVE
20062,VAN,DL01TY5252,162.0,ACTIVE
26355,BIKE,RJ35SE2353,12.0,
23860,BIKE,DL09YI8589,16.0,INACTIVE
2136,TRUCK,RJ22YR1891,1104.0,ACTIVE
6935,SCOOTER,DL07YT2690,37.0,MAINTENANCE
5203,BIKE,DL02JG2699,11.0,ACTIVE
12251,BIKE,DL02TQ3590,13.0,ACTIVE
17055,BIKE,RJ14HV7603,24.0,ACTIVE
9170,SCOOTER,DL07VX8390,22.0,ACTIVE
6689,SCOOTER,RJ31EK8525,31.0,ACTIVE
29286,TRUCK,DL09LY4329,1159.0,ACTIVE
26956,,DL03VO5849,,ACTIVE
16205,VAN,RJ35AR1982,306.0,ACTIVE
460,SCOOTER,DL07JU5305,27.0,ACTIVE
8395,SCOOTER,DL05PF5001,31.0,ACTIVE
20483,VAN,DL01ZA5647,432.0,INACTIVE
4460,BIKE,DL07FL7199,16.0,ACTIVE
4372,SCOOTER,DL01EU6752,35.0,ACTIVE
6188,VAN,DL07TK4627,129.0,ACTIVE
8868,SCOOTER,RJ15TA2821,26.0,MAINTENANCE
8538,TRUCK,RJ14XC7736,,ACTIVE
12149,BIKE,RJ35LH1194,28.0,ACTIVE
15193,BIKE,DL05PW4555,14.0,MAINTENANCE
11415,VAN,RJ13NM3843,487.0,ACTIVE
24016,TRUCK,RJ29XN7485,1978.0,ACTIVE
24042,,RJ38IF9575,406.0,ACTIVE
8705,TRUCK,DL02DG9750,694.0,ACTIVE
21761,SCOOTER,RJ31IT9084,29.0,MAINTENANCE
12966,BIKE,DL02GC7235,20.0,MAINTENANCE
1202,BIKE,RJ28EQ4721,14.0,INACTIVE
26360,SCOOTER,DL07OQ8528,16.0,ACTIVE
23090,SCOOTER,DL01TY5252,38.0,ACTIVE
13986,SCOOTER,DL09TB8383,26.0,INACTIVE
15496,UNKNOWN,DL06DC4510,18.0,INACTIVE
17492,BIKE,RJ21ZB8911,19.0,ACTIVE
2663,BIKE,DL07LJ1646,12.0,ACTIVE
19519,TRUCK,DL03FD1809,639.0,MAINTENANCE
24659,TRUCK,RJ29HQ5634,1310.0,ACTIVE
1979,BIKE,RJ33BX7283,14.0,ACTIVE
1281,,DL09TD1646,37.0,ACTIVE
7498,SCOOTER,RJ11FH3792,36.0,ACTIVE
28432,BIKE,DL09JW6085,9999.0,ACTIVE
10039,,DL02KC2589,26.0,ACTIVE
4389,UNKNOWN,DL03HH7071,30.0,MAINTENANCE
17685,VAN,DL05AO4600,9999.0,ACTIVE
18842,SCOOTER,DL06XU6815,32.0,ACTIVE
25309,VAN,DL09IW8907,,ACTIVE
20139,SCOOTER,RJ21EA4049,19.0,INACTIVE
28772,SCOOTER,DL02NJ9940,27.0,MAINTENANCE
10564,TRUCK,DL04AI9625,903.0,ACTIVE
1941,TRUCK,RJ26QK7031,1425.0,ACTIVE
18015,BIKE,RJ39FG1336,16.0,ACTIVE
2529,TRUCK,RJ18GZ7713,1023.0,
2421,TRUCK,RJ33NY4896,-10.0,ACTIVE
28551,VAN,DL03VZ3382,106.0,ACTIVE
16684,BIKE,DL02KI7722,18.0,INACTIVE
4107,SCOOTER,DL01EU6752,27.0,MAINTENANCE
14939,SCOOTER,DL02NO7751,25.0,MAINTENANCE
11324,SCOOTER,DL02LX4535,24.0,ACTIVE
3283,SCOOTER,RJ25ST6101,26.0,ACTIVE
28259,BIKE,RJ17YL8402,15.0,ACTIVE
14619,SCOOTER,DL02RT6965,15.0,ACTIVE
22135,TRUCK,RJ25RU4542,1034.0,ACTIVE
4195,SCOOTER,RJ32WU8659,29.0,ACTIVE
5872,TRUCK,DL03OK5890,1962.0,ACTIVE
1076,SCOOTER,123,32.0,
15542,SCOOTER,RJ35XF9040,28.0,ACTIVE
10389,BIKE,RJ35KX3594,17.0,ACTIVE
14345,VAN,RJ22WN4131,495.0,ACTIVE
26089,TRUCK,DL02LX4535,1189.0,ACTIVE
1398,???,RJ26AC5088,371.0,INACTIVE
5313,SCOOTER,DL04IZ6012,23.0,
18295,BIKE,RJ17GD3652,16.0,INACTIVE
29838,VAN,DL03DS7968,271.0,ACTIVE
9995,BIKE,DL08EV9011,16.0,MAINTENANCE
12682,BIKE,RJ18BA4362,21.0,ACTIVE
29619,BIKE,RJ29OY6886,26.0,INACTIVE
15396,BIKE,DL04AI9625,,ACTIVE
6677,UNKNOWN,DL04MH6928,1200.0,ACTIVE
837,BIKE,RJ21AS2489,24.0,ACTIVE
29919,BIKE,RJ26AC5088,,ACTIVE
13173,BIKE,DL03RG5707,18.0,INACTIVE
24869,BIKE,DL01MD5045,,INACTIVE
20991,SCOOTER,DL05NK8012,33.0,MAINTENANCE
24302,???,DL04QC7724,31.0,ACTIVE
17039,VAN,DL04ZG1726,101.0,MAINTENANCE
2021,BIKE,RJ10AE1464,13.0,ACTIVE
14852,BIKE,RJ35GH3902,20.0,ACTIVE
16681,SCOOTER,DL07LJ1646,22.0,MAINTENANCE
15292,SCOOTER,RJ39HJ9072,33.0,INACTIVE
25110,BIKE,RJ29OY6886,14.0,INACTIVE
16552,SCOOTER,RJ35GH3902,30.0,INACTIVE
17392,TRUCK,DL04IS4673,1627.0,INACTIVE
10134,SCOOTER,RJ12YG6872,30.0,ACTIVE
13730,BIKE,DL04FD1856,11.0,INACTIVE
19775,SCOOTER,DL04VH3166,20.0,MAINTENANCE
7407,BIKE,RJ25BB6546,27.0,INACTIVE
19671,TRUCK,RJ30IL7458,1737.0,INACTIVE
25259,SCOOTER,RJ31JT5855,34.0,ACTIVE
9686,,RJ35VU9122,1279.0,ACTIVE
22864,SCOOTER,DL09HG7611,28.0,ACTIVE
134,TRUCK,RJ19ZG4703,1096.0,MAINTENANCE
1335,TRUCK,DL09IW8907,1407.0,ACTIVE
28418,SCOOTER,DL02QE7055,36.0,ACTIVE
23346,BIKE,DL03LE4822,14.0,ACTIVE
8,SCOOTER,RJ28SC3810,35.0,ACTIVE
4706,TRUCK,DL02SB1925,1903.0,INACTIVE
24009,VAN,DL06MY5699,276.0,INACTIVE
8590,VAN,DL09XU2260,328.0,ACTIVE
18958,VAN,RJ22UN9987,187.0,ACTIVE
15349,VAN,RJ17UG7451,-10.0,ACTIVE
8618,VAN,DL01HS3733,303.0,ACTIVE
27251,TRUCK,RJ16OO8217,1610.0,ACTIVE
19876,BIKE,DL04OJ3886,29.0,INACTIVE
18337,BIKE,XXX000,,ACTIVE
14660,VAN,RJ29SV7372,494.0,INACTIVE
22451,VAN,DL09PU1195,366.0,ACTIVE
4716,VAN,RJ22WN4131,114.0,ACTIVE
6886,SCOOTER,DL04ZW1347,30.0,ACTIVE
5182,BIKE,DL02UB8629,18.0,MAINTENANCE
18150,VAN,DL05QG6493,197.0,ACTIVE
27573,BIKE,123,12.0,INACTIVE
13308,TRUCK,RJ28BI2243,1088.0,INACTIVE
13485,BIKE,RJ33KR6755,24.0,INACTIVE
14493,TRUCK,RJ14HV7603,754.0,INACTIVE
4086,SCOOTER,RJ12ZL9037,32.0,ACTIVE
21679,VAN,RJ31TX8192,125.0,ACTIVE
12637,VAN,DL08QJ4860,343.0,ACTIVE
4294,TRUCK,DL06NS9162,676.0,MAINTENANCE
7048,VAN,RJ22YR1891,430.0,MAINTENANCE
21694,BIKE,DL01MV5284,17.0,ACTIVE
4224,BIKE,DL02SV2576,23.0,INACTIVE
10012,BIKE,DL07JU5305,,ACTIVE
24703,SCOOTER,RJ28PH1205,39.0,INACTIVE
19053,BIKE,DL03NH7174,28.0,MAINTENANCE
28781,VAN,DL02IG6456,381.0,MAINTENANCE
13627,SCOOTER,RJ35WV3282,35.0,INACTIVE
27817,SCOOTER,DL04ZG1726,33.0,MAINTENANCE
18797,SCOOTER,DL02WU3175,31.0,ACTIVE
6342,SCOOTER,RJ12BJ2817,27.0,ACTIVE
6837,TRUCK,RJ23DW7990,1157.0,INACTIVE
24532,VAN,RJ25JT3947,411.0,ACTIVE
2253,SCOOTER,DL07IY7173,28.0,ACTIVE
5054,BIKE,RJ37AL8443,15.0,MAINTENANCE
4069,SCOOTER,RJ12OX1574,16.0,MAINTENANCE
25225,TRUCK,RJ29JK5652,,INACTIVE
18854,VAN,DL02CS1696,156.0,ACTIVE
965,VAN,DL08CP5478,154.0,ACTIVE
12351,SCOOTER,RJ10YY3168,17.0,ACTIVE
3508,BIKE,RJ13QZ8806,14.0,ACTIVE
24057,SCOOTER,RJ24LE4428,34.0,ACTIVE
28294,SCOOTER,RJ19EI7160,17.0,ACTIVE
8014,BIKE,RJ21KA6415,20.0,ACTIVE
19304,TRUCK,RJ14HV7603,1492.0,ACTIVE
16464,BIKE,DL04EQ3886,21.0,ACTIVE
19492,SCOOTER,DL08PQ9448,26.0,INACTIVE
26505,BIKE,INVALID,11.0,INACTIVE
12544,VAN,DL02KF8279,384.0,INACTIVE
26515,,RJ37EV1281,21.0,MAINTENANCE
23849,BIKE,RJ25KT7097,17.0,ACTIVE
23669,SCOOTER,DL03NR5546,,ACTIVE
5972,VAN,RJ39PS5439,356.0,ACTIVE
10227,TRUCK,DL09XU2260,1845.0,INACTIVE
26366,TRUCK,RJ13QG8722,1346.0,MAINTENANCE
6259,SCOOTER,RJ22YR1891,32.0,ACTIVE
2174,,XXX000,26.0,ACTIVE
23281,TRUCK,DL07XH2943,806.0,ACTIVE
25142,TRUCK,RJ20MM1394,1347.0,INACTIVE
1279,VAN,DL04JG1497,388.0,ACTIVE
8688,TRUCK,RJ33SS5156,1569.0,MAINTENANCE
16265,SCOOTER,RJ22XH6283,22.0,ACTIVE
17829,SCOOTER,RJ24NL2294,15.0,ACTIVE
27114,BIKE,DL03NR5546,,ACTIVE
12141,SCOOTER,DL05TC2936,33.0,ACTIVE
29782,VAN,DL05IY9724,225.0,INACTIVE
5049,TRUCK,RJ34NI5627,956.0,ACTIVE
10671,SCOOTER,DL03TS8211,20.0,ACTIVE
15335,SCOOTER,DL04XP8658,33.0,ACTIVE
25007,VAN,RJ36XH5765,442.0,ACTIVE
27650,SCOOTER,RJ24LE4428,15.0,ACTIVE
28893,BIKE,RJ14TS4190,10.0,ACTIVE
24913,SCOOTER,DL06UN8293,15.0,INACTIVE
9654,SCOOTER,RJ17GD3652,29.0,ACTIVE
3439,SCOOTER,DL03HY4957,34.0,INACTIVE
5428,TRUCK,RJ36TQ8904,1104.0,INACTIVE
104,BIKE,RJ19EY2329,29.0,ACTIVE
22406,BIKE,DL06HF2528,,ACTIVE
15163,BIKE,DL08TS9730,27.0,INACTIVE
19351,BIKE,DL09YI8589,22.0,ACTIVE
4212,VAN,RJ29XN7485,353.0,ACTIVE
7452,TRUCK,DL09PJ5375,1344.0,ACTIVE
13358,BIKE,INVALID,14.0,ACTIVE
7398,BIKE,RJ38BJ1983,21.0,ACTIVE
19610,VAN,RJ18LN3230,320.0,MAINTENANCE
22128,VAN,RJ32WU8659,297.0,INACTIVE
829,SCOOTER,DL05XH5279,34.0,ACTIVE
6915,BIKE,RJ39YD7948,21.0,ACTIVE
6139,,DL04XP8658,20.0,
24074,VAN,DL02OU1703,409.0,ACTIVE
5212,VAN,RJ37AH4765,285.0,INACTIVE
17891,VAN,DL06ZO2355,403.0,ACTIVE
22970,BIKE,RJ21DO9074,18.0,ACTIVE
20709,VAN,RJ36IY8599,444.0,ACTIVE
16405,VAN,RJ35ZD8363,333.0,ACTIVE
8181,TRUCK,DL02CN9524,975.0,INACTIVE
20578,VAN,RJ11PE3081,123.0,ACTIVE
25780,VAN,DL09KK3893,410.0,ACTIVE
2435,TRUCK,RJ14HV7603,-10.0,ACTIVE
25279,BIKE,DL02FD6116,19.0,ACTIVE
26611,VAN,DL08FO5093,371.0,
23095,BIKE,RJ29CQ7530,15.0,INACTIVE
1831,VAN,DL05XI5441,132.0,ACTIVE
17892,BIKE,DL01EK8168,11.0,ACTIVE
20573,BIKE,DL04YS4296,11.0,ACTIVE
10991,VAN,DL08WI3899,136.0,
16846,BIKE,RJ12OU3735,23.0,ACTIVE
6050,BIKE,RJ16PR8644,25.0,ACTIVE
12909,BIKE,DL02MF9036,26.0,ACTIVE
11257,,RJ12TQ7579,21.0,INACTIVE
3367,TRUCK,RJ22XH6283,1143.0,INACTIVE
3795,SCOOTER,RJ17UI5941,24.0,INACTIVE
20165,BIKE,DL03KE6822,19.0,MAINTENANCE
6518,VAN,DL03MN5442,216.0,ACTIVE
23206,BIKE,DL02LN5969,22.0,ACTIVE
19516,VAN,DL01FC7833,432.0,ACTIVE
22581,SCOOTER,DL09GO7867,26.0,ACTIVE
16084,TRUCK,DL09TB8383,1271.0,ACTIVE
29670,BIKE,RJ10ZE6363,24.0,ACTIVE
17781,BIKE,RJ36IY8599,19.0,ACTIVE
9162,VAN,RJ27GX5318,205.0,ACTIVE
25344,TRUCK,DL04DZ3144,1900.0,ACTIVE
9537,???,DL06CC9603,,ACTIVE
16762,BIKE,DL05EC2212,17.0,ACTIVE
16254,SCOOTER,DL02IE3454,33.0,MAINTENANCE
26482,VAN,DL04FD1856,445.0,INACTIVE
6548,SCOOTER,DL02ZF1848,24.0,INACTIVE
4880,TRUCK,DL06TS1675,1965.0,MAINTENANCE
12832,SCOOTER,RJ22QZ4705,19.0,MAINTENANCE
14082,VAN,DL05WZ5016,336.0,ACTIVE
4203,,DL09FL2256,1688.0,ACTIVE
22510,SCOOTER,DL07ZR8855,18.0,
12463,BIKE,RJ18GZ7713,14.0,ACTIVE
27757,SCOOTER,DL04VH3166,26.0,ACTIVE
8905,SCOOTER,XXX000,26.0,ACTIVE
25340,SCOOTER,DL05UJ5147,28.0,INACTIVE
24155,BIKE,DL09WT3219,22.0,INACTIVE
18780,SCOOTER,DL06ZA5220,28.0,ACTIVE
5438,TRUCK,DL04DF8670,1462.0,ACTIVE
16405,VAN,RJ35ZD8363,333.0,ACTIVE
13828,SCOOTER,RJ27UQ6781,34.0,INACTIVE
10466,BIKE,RJ11FH3792,14.0,ACTIVE
26444,VAN,RJ29JK5652,313.0,ACTIVE
2031,VAN,RJ17RN1266,379.0,ACTIVE
13692,SCOOTER,DL01AI2417,,ACTIVE
10824,TRUCK,RJ17BR8207,-1.0,ACTIVE
24184,VAN,RJ13XW5532,124.0,ACTIVE
5175,BIKE,DL07CT1966,12.0,INACTIVE
24421,VAN,DL05HC6569,276.0,ACTIVE
7418,BIKE,RJ16PR8644,13.0,MAINTENANCE
7935,???,DL09FI4968,38.0,ACTIVE
29037,VAN,RJ38HF5975,213.0,INACTIVE
7758,BIKE,DL07WZ6491,14.0,ACTIVE
2226,VAN,DL02SO3715,151.0,ACTIVE
14712,BIKE,RJ25KT7097,24.0,MAINTENANCE
17927,SCOOTER,RJ35YD2472,36.0,ACTIVE
12933,BIKE,RJ31EK8525,11.0,MAINTENANCE
27841,BIKE,RJ10RD6850,-10.0,MAINTENANCE
8448,SCOOTER,RJ28PE5981,17.0,INACTIVE
28039,,RJ38PP3853,26.0,
17148,TRUCK,RJ19IY2294,,ACTIVE
13261,TRUCK,DL06XU6815,1519.0,ACTIVE
27598,,DL06FM6904,28.0,ACTIVE
9533,BIKE,DL04LE9422,26.0,INACTIVE
3329,SCOOTER,DL03MI4528,33.0,ACTIVE
12293,BIKE,RJ34BW3532,21.0,ACTIVE
6088,,DL06WC3556,13.0,ACTIVE
14946,BIKE,DL08WA6303,17.0,ACTIVE
21019,VAN,RJ38IO5685,196.0,ACTIVE
15469,,RJ35GH3902,1807.0,ACTIVE
19534,SCOOTER,RJ25KT7097,15.0,ACTIVE
7210,VAN,DL06XC3654,474.0,
28937,BIKE,RJ17QL9464,19.0,ACTIVE
13955,BIKE,DL01HS3733,20.0,ACTIVE
4044,VAN,DL09EK6639,111.0,
9768,TRUCK,DL04QS8738,1566.0,ACTIVE
26169,SCOOTER,DL09PM4754,31.0,INACTIVE
18316,BIKE,DL09PZ1041,16.0,ACTIVE
23410,SCOOTER,RJ27UQ6781,31.0,MAINTENANCE
17407,VAN,DL02NO7751,263.0,ACTIVE
19131,SCOOTER,RJ34FA9194,29.0,INACTIVE
26402,VAN,DL02XQ3872,132.0,ACTIVE
479,BIKE,RJ27SN8745,13.0,ACTIVE
20053,TRUCK,RJ17GB2257,1466.0,MAINTENANCE
24405,VAN,DL08XE9856,273.0,MAINTENANCE
3462,VAN,DL04JE2587,390.0,INACTIVE
14815,TRUCK,RJ17RN1266,1826.0,ACTIVE
20032,SCOOTER,RJ21GE8617,32.0,ACTIVE
9899,BIKE,RJ26DD6173,18.0,ACTIVE
15672,TRUCK,RJ32PH4712,1296.0,ACTIVE
20407,,RJ33LT3449,27.0,ACTIVE
7086,SCOOTER,RJ25EC3279,28.0,ACTIVE
19840,SCOOTER,RJ31BL6350,21.0,MAINTENANCE
22706,SCOOTER,RJ30UT2751,24.0,ACTIVE
11143,SCOOTER,RJ19CR7049,31.0,ACTIVE
17848,BIKE,DL06WW1699,20.0,ACTIVE
23419,VAN,DL05NK8012,381.0,INACTIVE
16228,VAN,DL06DC4510,-1.0,ACTIVE
7439,BIKE,DL05TC2936,25.0,ACTIVE
5622,SCOOTER,RJ32JD7566,17.0,ACTIVE
648,SCOOTER,INVALID,35.0,ACTIVE
971,VAN,RJ26UM8569,246.0,ACTIVE
4259,VAN,DL09KZ1601,321.0,MAINTENANCE
8248,TRUCK,RJ39HJ9072,1100.0,
21258,VAN,123,369.0,ACTIVE
21553,SCOOTER,DL09TD1646,17.0,INACTIVE
28783,BIKE,DL03NR5546,24.0,ACTIVE
20808,SCOOTER,RJ32NM2473,35.0,ACTIVE
15975,TRUCK,123,1665.0,INACTIVE
12377,BIKE,DL01JZ6206,22.0,ACTIVE
22095,SCOOTER,DL03XT7745,18.0,ACTIVE
6690,BIKE,DL01MQ5107,23.0,ACTIVE
1010,SCOOTER,DL09FK8619,29.0,INACTIVE
26197,SCOOTER,DL03KE6822,20.0,ACTIVE
10727,BIKE,DL07XH2943,29.0,ACTIVE
4307,SCOOTER,RJ33SS5156,19.0,INACTIVE
22179,BIKE,RJ31SY7917,10.0,ACTIVE
4016,VAN,RJ25JT3947,126.0,MAINTENANCE
4102,VAN,DL02NJ9940,211.0,ACTIVE
9977,VAN,RJ10UB2861,268.0,MAINTENANCE
13923,BIKE,DL06MM5448,11.0,ACTIVE
6528,BIKE,RJ19IY2294,13.0,MAINTENANCE
18105,TRUCK,DL01VY2401,1741.0,ACTIVE
9682,SCOOTER,DL02MF9036,37.0,
3227,SCOOTER,RJ30SB2556,,ACTIVE
327,TRUCK,RJ27UQ6781,1874.0,ACTIVE
20489,TRUCK,RJ19TH8889,1888.0,INACTIVE
10206,SCOOTER,DL01QK8938,16.0,ACTIVE
29877,VAN,DL03JL6962,,ACTIVE
19891,BIKE,RJ18TS9849,16.0,ACTIVE
4991,BIKE,DL01ZC1666,24.0,ACTIVE
28616,BIKE,INVALID,24.0,ACTIVE
22373,SCOOTER,RJ29HQ5634,35.0,MAINTENANCE
11678,SCOOTER,DL01KS9912,21.0,ACTIVE
17717,BIKE,RJ33IB1458,12.0,ACTIVE
20450,VAN,DL04FM6271,186.0,
2195,BIKE,DL08EI8156,20.0,ACTIVE
