payment_id,order_id,user_id,amount,payment_method,payment_status,payment_time
14199,16667,11637.0,4053.0,CARD,FAILED,2024-03-10 23:46:29
19408,11719,16016.0,1427.0,UPI,PENDING,2023-03-30 09:04:03
5772,10377,25203.0,3514.0,,SUCCESS,2023-04-23 07:26:05
24910,22700,29946.0,,CARD,SUCCESS,2023-05-04 02:32:45
2468,20216,4915.0,4229.0,???,SUCCESS,2023-05-19 05:17:26
7540,9161,26373.0,2421.0,CARD,PENDING,2023-02-22 19:43:10
9723,23541,10854.0,3344.0,UPI,PENDING,2023-02-23 06:48:35
25387,20087,8697.0,1971.0,UPI,SUCCESS,2024-05-04 00:58:22
3223,168,9046.0,1218.0,UPI,,2023-01-19 04:12:37
14866,11912,23478.0,2128.0,NETBANKING,SUCCESS,2023-11-05 00:49:17
18416,1946,23013.0,3183.0,CASH,SUCCESS,2024-03-08 00:02:27
29088,17371,26781.0,1707.0,UPI,PENDING,2023-08-24 16:59:20
2013,6873,14695.0,1996.0,NETBANKING,PENDING,2025-05-29 01:34:40
24621,25738,28527.0,4052.0,CARD,PENDING,2025-02-14 16:06:56
15355,12136,20081.0,999999.0,CARD,,2023-10-20 01:04:08
15984,20446,24372.0,2169.0,CARD,SUCCESS,2025-03-31 20:10:54
3661,27336,22193.0,2524.0,UPI,PENDING,2024-05-27 08:55:40
22579,12095,18788.0,2545.0,UPI,PENDING,2024-01-07 09:55:18
20630,11948,1886.0,1923.0,UPI,SUCCESS,2025-04-03 21:31:31
10352,18542,12062.0,2226.0,CARD,SUCCESS,2024-11-04 17:06:06
8214,4247,1891.0,3148.0,CASH,FAILED,2023-01-12 14:13:22
26405,12918,23432.0,4828.0,UPI,PENDING,2025-04-17 23:51:15
3379,8245,2300.0,2142.0,UPI,SUCCESS,2025-04-21 04:24:30
23996,10035,27941.0,3639.0,UPI,SUCCESS,2024-12-20 05:36:36
20514,19923,6290.0,1436.0,CASH,SUCCESS,2025-03-19 14:47:59
29598,23367,28674.0,2681.0,UPI,PENDING,2023-01-21 11:44:04
5043,24332,22531.0,3680.0,NETBANKING,SUCCESS,2023-04-19 03:53:38
18879,20501,13275.0,3981.0,UPI,PENDING,2024-08-07 03:57:58
20561,26586,23956.0,3055.0,NETBANKING,SUCCESS,2024-03-23 16:47:32
29886,1889,22199.0,2593.0,CARD,SUCCESS,2025-04-18 01:04:32
2930,9549,5492.0,2640.0,UNKNOWN,FAILED,2023-04-07 19:27:16
19439,19585,,2952.0,NETBANKING,SUCCESS,2023-10-27 16:36:46
1662,5739,12607.0,3675.0,CARD,FAILED,2024-10-31 03:02:29
25356,18490,15564.0,4868.0,UPI,SUCCESS,2024-09-16 12:38:37
15651,5629,5984.0,141.0,CASH,SUCCESS,2023-11-11 21:03:50
20738,7776,29977.0,1026.0,CARD,SUCCESS,2024-10-08 17:29:18
1091,24747,22281.0,1678.0,CARD,SUCCESS,2023-04-06 08:56:07
10770,28542,24537.0,1718.0,CASH,SUCCESS,2024-04-14 00:20:17
13161,10236,16196.0,3581.0,CASH,SUCCESS,2024-10-05 18:01:30
14585,20224,29186.0,161.0,CARD,SUCCESS,2023-08-15 01:46:09
15478,17171,14872.0,-50.0,CASH,SUCCESS,2025-03-06 01:30:44
13656,12746,23367.0,2215.0,UPI,SUCCESS,2025-04-23 10:50:30
1938,29837,12242.0,3080.0,CASH,PENDING,2023-10-25 22:14:55
15404,26790,2551.0,3736.0,CARD,PENDING,2024-08-15 14:01:35
17664,19051,18023.0,1961.0,UPI,FAILED,2025-06-26 13:44:13
12580,13071,27099.0,823.0,CARD,PENDING,2023-05-30 03:21:10
9832,27378,20711.0,2983.0,UPI,SUCCESS,2025-01-07 18:59:46
5577,25906,2271.0,4751.0,CASH,SUCCESS,2023-03-22 14:52:04
18536,16968,2943.0,1974.0,UPI,SUCCESS,2023-04-26 21:55:44
13386,23184,16548.0,4333.0,UPI,SUCCESS,2024-04-14 16:20:02
11948,14949,18512.0,2794.0,UPI,,2024-09-19 11:12:23
1347,16821,28553.0,402.0,CARD,FAILED,2025-06-09 07:02:44
1283,19457,13362.0,445.0,CARD,FAILED,2023-01-11 20:12:54
2311,4126,413.0,510.0,UPI,SUCCESS,2023-05-04 06:37:14
28604,7235,24563.0,3718.0,CARD,SUCCESS,2025-04-02 03:42:00
3155,26187,8670.0,1317.0,UNKNOWN,PENDING,2024-02-10 02:31:23
8901,11199,13557.0,4402.0,???,PENDING,2024-06-17 13:21:41
19307,5710,3015.0,109.0,UPI,SUCCESS,2025-01-02 06:44:54
26333,8788,17398.0,1753.0,UPI,SUCCESS,2023-01-27 04:28:24
14371,12628,23751.0,2743.0,UPI,SUCCESS,2024-12-17 04:43:22
3101,3126,,1306.0,UPI,,2023-01-27 11:46:32
11765,1772,1591.0,2800.0,CARD,SUCCESS,2025-01-17 07:49:35
28101,15870,8597.0,789.0,NETBANKING,SUCCESS,2023-11-13 14:49:35
16758,7307,6809.0,2518.0,CASH,SUCCESS,2024-06-08 22:20:52
53,13037,15590.0,2309.0,???,SUCCESS,2024-05-24 07:28:25
22337,25435,9597.0,1259.0,CARD,SUCCESS,2024-05-26 15:19:48
17636,19395,9641.0,952.0,CASH,PENDING,2025-05-16 19:04:31
24193,20873,2332.0,2555.0,UPI,SUCCESS,2024-06-13 14:30:12
13401,3069,14588.0,1360.0,CARD,SUCCESS,2025-01-21 16:13:57
24743,14206,14899.0,4118.0,CASH,SUCCESS,2024-09-09 05:08:54
8958,18937,27063.0,2841.0,UPI,SUCCESS,2023-12-11 16:46:31
21892,1717,12817.0,2121.0,CARD,SUCCESS,2023-07-11 05:57:14
19603,12882,457.0,3568.0,UPI,FAILED,2023-07-24 22:40:01
5916,19790,,321.0,???,SUCCESS,2023-04-21 03:06:37
3917,2876,13804.0,4402.0,CASH,,2024-12-29 13:35:06
11501,15889,1968.0,4069.0,,SUCCESS,2024-11-15 13:17:41
27684,1373,16329.0,2014.0,UPI,SUCCESS,2024-11-12 07:19:50
23082,2029,5726.0,3279.0,CASH,SUCCESS,2024-06-07 10:44:04
16665,19838,24518.0,3911.0,UPI,,2024-07-09 12:57:29
5220,29259,143.0,2726.0,UNKNOWN,SUCCESS,2025-02-17 22:43:33
5173,26703,18934.0,1456.0,UPI,SUCCESS,2023-03-01 12:56:57
20102,19566,6666.0,1281.0,NETBANKING,PENDING,2024-04-09 23:17:19
26507,12378,11878.0,2128.0,UPI,SUCCESS,2023-06-12 13:18:03
9009,16313,15355.0,3984.0,CARD,SUCCESS,2024-01-21 14:44:57
20051,26131,2801.0,1833.0,UPI,SUCCESS,2024-09-07 01:02:39
6945,28032,28692.0,2325.0,CASH,SUCCESS,2025-02-16 12:04:17
17600,23798,17992.0,1274.0,UNKNOWN,SUCCESS,2024-06-14 23:50:14
502,424,11649.0,3433.0,UPI,FAILED,2023-03-13 05:55:36
23704,2802,27431.0,3877.0,NETBANKING,FAILED,2023-03-29 06:44:52
13229,6432,3629.0,1933.0,CARD,SUCCESS,2024-10-20 12:59:16
20262,910,8564.0,4980.0,NETBANKING,SUCCESS,2025-06-01 10:17:35
11568,17256,8658.0,4752.0,NETBANKING,FAILED,2023-09-07 16:43:23
23986,1295,20175.0,2286.0,CARD,SUCCESS,2023-03-25 05:33:38
2030,8450,20385.0,2351.0,UPI,SUCCESS,2025-01-02 01:32:23
7918,13845,17378.0,550.0,UPI,,2024-12-10 05:57:14
22547,27124,6336.0,129.0,CARD,SUCCESS,2025-04-16 19:40:20
11500,16088,22209.0,3228.0,CARD,PENDING,2024-08-05 14:47:15
26960,23450,1642.0,740.0,NETBANKING,SUCCESS,2023-11-21 17:29:30
16120,9802,28254.0,1864.0,UPI,FAILED,2023-03-09 17:20:08
29232,13994,6276.0,-100.0,UPI,SUCCESS,2023-11-03 05:27:31
19438,29751,10620.0,212.0,CASH,SUCCESS,2024-12-11 20:13:42
29099,23588,99999.0,797.0,UPI,SUCCESS,2023-11-29 13:20:09
5384,29986,27346.0,1132.0,UPI,PENDING,2023-10-03 19:00:17
7570,22654,99999.0,781.0,UPI,SUCCESS,2024-09-12 00:15:59
25115,27278,11660.0,3201.0,CARD,SUCCESS,2024-06-26 19:40:40
24573,20462,6910.0,2270.0,NETBANKING,SUCCESS,2024-12-24 05:11:47
5837,21938,28666.0,160.0,CASH,SUCCESS,2024-04-18 19:22:50
15509,3752,3441.0,2165.0,UPI,SUCCESS,2024-06-30 04:47:27
9041,12417,12420.0,2349.0,CARD,SUCCESS,2024-11-07 00:08:03
5389,22980,10555.0,3926.0,UNKNOWN,PENDING,2023-01-13 03:17:09
6634,19078,27948.0,3594.0,CASH,FAILED,2024-07-07 22:39:44
23728,5062,7546.0,1302.0,CARD,SUCCESS,2023-03-12 08:16:36
21442,3633,22415.0,1273.0,UPI,SUCCESS,2023-09-28 23:25:25
17593,20427,21043.0,4664.0,NETBANKING,PENDING,2025-04-01 01:24:46
9392,19178,21799.0,4600.0,CASH,PENDING,2023-08-01 21:33:31
11637,28277,1584.0,121.0,UPI,SUCCESS,2025-02-23 05:20:34
29621,14426,13131.0,4876.0,CARD,SUCCESS,2024-06-04 22:17:11
9892,12210,99999.0,1962.0,UPI,SUCCESS,2023-03-12 12:15:31
4304,5460,24854.0,1354.0,NETBANKING,FAILED,2024-11-01 12:50:05
15485,11669,25907.0,3963.0,UPI,FAILED,2023-07-05 00:57:20
4916,10266,2150.0,2980.0,UPI,SUCCESS,2023-10-21 06:46:05
26915,19690,27166.0,2327.0,CARD,SUCCESS,2024-12-30 11:59:26
16971,20847,27553.0,4349.0,UPI,SUCCESS,2024-03-15 07:39:03
10928,27554,10687.0,4523.0,UPI,PENDING,2025-04-05 13:50:44
6877,11396,14438.0,191.0,,PENDING,2024-01-22 21:16:44
21767,18999,5618.0,1056.0,UPI,SUCCESS,2024-07-13 08:59:28
4420,7247,10813.0,1320.0,CARD,SUCCESS,2023-02-23 16:45:32
12268,29203,15215.0,3239.0,UPI,SUCCESS,2024-08-24 07:19:21
23016,20169,13821.0,2000.0,CARD,SUCCESS,2023-03-21 09:02:51
26238,172,7889.0,4731.0,UPI,FAILED,2023-09-01 15:58:54
9385,11445,12851.0,3972.0,CARD,FAILED,2023-07-06 09:19:42
22667,19727,5363.0,452.0,CARD,SUCCESS,2023-10-17 02:13:40
28827,17788,2906.0,2881.0,UPI,PENDING,2023-01-13 17:35:53
1739,7228,-1.0,4313.0,CASH,SUCCESS,2024-01-04 08:33:22
27782,17522,6190.0,420.0,CASH,SUCCESS,2023-10-12 11:05:12
14885,5676,673.0,1128.0,UPI,SUCCESS,2025-02-28 01:03:57
23288,28981,23122.0,3452.0,CARD,FAILED,2025-02-07 03:58:18
7365,24281,487.0,1431.0,CARD,SUCCESS,2024-05-30 03:04:16
13111,1051,27864.0,987.0,CARD,SUCCESS,2023-06-19 21:50:29
3046,19267,2329.0,2370.0,CARD,SUCCESS,2024-05-22 17:12:09
5624,5746,16912.0,1537.0,CASH,SUCCESS,2024-03-26 22:04:31
13885,13503,17269.0,1441.0,UPI,SUCCESS,2023-07-17 10:55:47
29285,26207,19116.0,449.0,UPI,SUCCESS,2024-12-28 05:38:43
18270,9987,29497.0,-100.0,CASH,SUCCESS,2023-06-30 09:43:14
14753,6635,1799.0,2185.0,NETBANKING,SUCCESS,2024-02-25 11:46:37
17586,10909,,1440.0,CARD,SUCCESS,2023-05-23 06:28:11
16554,15414,28849.0,1043.0,UPI,FAILED,2025-04-21 10:28:40
17912,7096,8295.0,2553.0,CARD,SUCCESS,2024-04-11 11:25:12
17792,13849,18051.0,2396.0,UPI,PENDING,2023-04-17 01:01:35
5344,27544,14749.0,3965.0,CASH,SUCCESS,2024-11-17 14:23:36
5778,29284,3624.0,-50.0,UPI,,2023-06-15 01:48:27
7213,11553,26323.0,3041.0,CASH,SUCCESS,2024-08-23 22:10:05
26804,24617,7609.0,3504.0,NETBANKING,SUCCESS,2023-01-29 01:31:02
14359,28783,28697.0,3233.0,UPI,SUCCESS,2023-08-20 04:50:33
11559,11069,25399.0,4485.0,UPI,SUCCESS,2025-03-23 05:07:39
13615,2797,-1.0,4057.0,UPI,SUCCESS,2024-03-07 03:40:06
8539,23382,1647.0,2452.0,CARD,SUCCESS,2023-10-27 21:11:45
14145,12902,99999.0,935.0,CARD,SUCCESS,2024-05-14 01:05:01
4541,29809,22739.0,983.0,UPI,SUCCESS,2024-03-01 04:34:07
14356,21089,19908.0,4750.0,,,2024-08-31 21:00:38
17904,8086,28518.0,2814.0,CARD,FAILED,2024-06-27 06:27:43
26108,14694,1387.0,3476.0,CASH,SUCCESS,2023-04-23 22:23:03
11328,22195,21966.0,2237.0,CARD,PENDING,2024-03-13 01:43:25
24462,8392,7689.0,933.0,NETBANKING,SUCCESS,2024-05-08 23:56:20
29905,1648,21393.0,2393.0,CARD,SUCCESS,2024-10-16 04:40:11
26525,21651,,3692.0,CARD,PENDING,2025-01-11 21:34:33
27630,24561,18350.0,2468.0,UPI,SUCCESS,2023-12-11 05:34:17
23019,11022,18992.0,2917.0,CASH,SUCCESS,2025-04-13 04:21:18
7948,9561,27829.0,3363.0,UPI,SUCCESS,2024-07-26 04:08:05
23183,19924,21818.0,511.0,CASH,FAILED,2024-12-01 23:06:15
3674,26057,15924.0,,UPI,SUCCESS,2024-03-12 18:41:38
8317,28597,21023.0,802.0,CARD,SUCCESS,2025-06-22 21:02:34
6831,24618,24245.0,4470.0,,SUCCESS,2024-09-18 00:24:09
25875,9167,6757.0,762.0,CARD,SUCCESS,2025-03-14 11:03:56
14698,17400,,660.0,CARD,SUCCESS,2023-04-24 00:27:07
25526,25409,2958.0,2936.0,CARD,SUCCESS,2024-08-31 13:09:54
3509,6165,16178.0,1722.0,CARD,PENDING,2025-03-05 21:04:29
19771,20700,16582.0,3660.0,UPI,FAILED,2025-03-19 19:05:39
7517,13244,12788.0,352.0,CARD,PENDING,2025-03-01 07:01:57
10888,8907,8289.0,4594.0,CASH,SUCCESS,2023-11-10 08:47:14
3395,12724,15861.0,1335.0,CARD,PENDING,2023-02-10 12:11:15
4757,22201,17539.0,4202.0,UPI,SUCCESS,2024-04-22 15:41:44
5672,4573,26037.0,2209.0,CASH,SUCCESS,2023-11-11 01:14:03
29182,3585,7808.0,4169.0,UPI,SUCCESS,2023-04-14 01:05:20
29040,18982,16265.0,4029.0,UPI,PENDING,2024-10-18 13:41:39
16498,22795,9500.0,4846.0,UPI,SUCCESS,2024-10-14 20:06:21
7629,29620,,3432.0,UPI,FAILED,2024-07-02 17:04:19
5149,18192,11149.0,1007.0,UPI,SUCCESS,2024-02-05 21:50:51
28367,22475,8836.0,1270.0,CARD,SUCCESS,2024-02-22 06:12:19
9223,27905,18149.0,2408.0,CASH,SUCCESS,2024-02-02 03:25:11
26135,25337,25486.0,3668.0,CARD,SUCCESS,2025-06-14 06:41:22
17613,13819,7361.0,4616.0,CARD,SUCCESS,2025-05-23 22:22:02
13345,2277,25556.0,1110.0,UPI,PENDING,2024-06-02 01:56:55
2677,766,17749.0,3951.0,UPI,SUCCESS,2023-05-01 00:33:05
10277,14535,28358.0,3248.0,CARD,FAILED,2024-05-16 00:25:23
22301,18463,814.0,,CARD,PENDING,2024-06-18 07:32:04
20164,818,24703.0,504.0,CASH,SUCCESS,2024-02-22 06:41:29
28288,29338,25217.0,1712.0,UPI,FAILED,2023-04-17 04:55:18
19398,19559,7341.0,2409.0,UPI,SUCCESS,2023-04-23 06:28:12
20299,217,10597.0,1218.0,CASH,FAILED,2025-05-05 22:51:55
16256,1336,22405.0,4406.0,UPI,FAILED,2023-12-02 02:42:37
19569,810,9026.0,2286.0,NETBANKING,SUCCESS,2024-02-15 19:25:56
16012,17256,29929.0,,CARD,SUCCESS,2024-01-12 22:32:35
7601,11892,14093.0,4038.0,CARD,PENDING,2024-04-04 15:57:15
23463,12760,26744.0,2135.0,CASH,,2023-10-27 06:48:32
14879,7492,26495.0,4894.0,CARD,PENDING,2023-12-11 09:58:19
11230,16380,25216.0,,UPI,SUCCESS,2024-02-02 08:11:25
14060,22280,19673.0,4424.0,UPI,SUCCESS,2024-08-19 10:15:24
29019,18570,6668.0,4141.0,UPI,FAILED,2024-07-31 04:45:38
10199,10930,,2619.0,UPI,FAILED,2025-03-16 13:45:54
12274,4019,13615.0,4734.0,UPI,PENDING,2024-02-12 17:41:27
7105,15346,18073.0,2125.0,UPI,FAILED,2023-12-01 00:46:40
28955,5201,15298.0,,UPI,FAILED,2024-01-24 00:26:49
11014,6723,23679.0,376.0,CARD,,2025-06-11 06:19:52
29521,14860,6256.0,4709.0,CARD,SUCCESS,2023-12-29 11:37:40
21284,21815,15181.0,3061.0,CARD,SUCCESS,2023-02-02 10:03:01
3930,17749,,1069.0,UPI,SUCCESS,2025-03-09 18:26:10
29207,3287,3641.0,4322.0,CASH,SUCCESS,2024-03-19 13:16:33
14908,14035,27730.0,1164.0,CARD,SUCCESS,2023-08-03 10:36:35
15962,24478,27637.0,424.0,CASH,PENDING,2024-10-29 18:43:18
8122,20308,1653.0,4635.0,UPI,SUCCESS,2023-04-21 06:12:37
22202,23236,17660.0,,CARD,SUCCESS,2023-06-14 17:22:48
2062,4140,28949.0,-50.0,UPI,SUCCESS,2024-11-26 03:36:55
8501,25531,99999.0,3498.0,CASH,PENDING,2024-03-06 16:38:35
20698,22221,1063.0,1257.0,UPI,SUCCESS,2024-10-29 08:09:32
9059,13882,11184.0,,UPI,SUCCESS,2023-03-27 22:00:03
5467,15039,25774.0,3810.0,CASH,SUCCESS,2023-09-09 05:42:57
8341,3788,26543.0,991.0,CASH,PENDING,2023-02-21 10:14:49
24484,10871,13146.0,640.0,CASH,SUCCESS,2023-01-26 15:15:08
20167,10861,10147.0,3663.0,UPI,SUCCESS,2024-01-29 18:38:24
1967,23943,27858.0,2699.0,UPI,FAILED,2024-03-07 03:03:59
18553,17950,29616.0,1766.0,UPI,SUCCESS,2024-05-28 10:15:35
10869,17742,,497.0,UPI,SUCCESS,2024-09-06 23:54:53
21962,24216,10814.0,2954.0,UPI,SUCCESS,2025-04-16 03:06:08
281,8509,7479.0,4855.0,CARD,SUCCESS,2023-10-15 02:24:37
24387,10629,16037.0,2021.0,UPI,FAILED,2023-08-19 02:24:41
15080,27452,9644.0,3051.0,UPI,PENDING,2023-07-28 04:31:03
10582,7394,13231.0,2307.0,CASH,SUCCESS,2024-12-25 15:41:52
1691,15907,18371.0,2316.0,,,2023-05-04 04:49:14
17821,21347,2143.0,3358.0,UPI,SUCCESS,2024-06-22 09:40:31
10970,11051,13538.0,3338.0,CARD,SUCCESS,2023-02-19 07:21:25
507,2873,12295.0,4218.0,NETBANKING,SUCCESS,2024-11-12 15:02:30
2044,17841,24310.0,2594.0,UPI,SUCCESS,2025-03-28 23:41:22
13900,10705,1123.0,3248.0,UPI,SUCCESS,2023-08-03 05:37:52
29887,27313,11820.0,365.0,UPI,SUCCESS,2023-07-24 03:27:37
17789,22605,28968.0,1006.0,UPI,SUCCESS,2024-05-24 10:38:57
16357,9786,6990.0,454.0,CASH,,2025-03-14 04:57:57
23396,15500,4965.0,4676.0,CARD,,2025-05-12 05:59:40
23088,6311,14448.0,3263.0,CARD,SUCCESS,2024-09-06 05:04:36
17347,6800,2174.0,3450.0,UPI,SUCCESS,2024-07-20 06:54:19
7268,28820,26176.0,3984.0,UPI,FAILED,2023-01-18 21:45:14
12849,14312,22874.0,1585.0,CARD,PENDING,2023-10-23 11:14:39
6577,9758,8613.0,4594.0,CARD,SUCCESS,2023-12-11 22:54:43
29178,2056,24176.0,1312.0,CARD,SUCCESS,2023-07-09 15:55:52
28599,5664,5478.0,3422.0,UPI,PENDING,2023-09-26 12:37:50
18176,15438,16853.0,2409.0,CARD,PENDING,2024-01-18 17:10:34
9562,20296,20314.0,3182.0,UPI,SUCCESS,2024-01-12 15:55:33
21243,5727,21511.0,1653.0,UPI,SUCCESS,2025-05-10 05:04:33
12253,5632,11086.0,201.0,CARD,SUCCESS,2024-08-30 04:59:41
27138,25333,19472.0,2752.0,NETBANKING,SUCCESS,2023-09-30 19:10:57
5552,4315,14649.0,3849.0,CARD,SUCCESS,2023-04-03 01:25:34
16720,13455,99999.0,395.0,CARD,SUCCESS,2024-08-23 11:28:04
7672,15858,26664.0,4750.0,???,SUCCESS,2024-03-08 12:39:39
18112,17071,75.0,1258.0,CASH,SUCCESS,2024-01-19 16:52:26
11968,20576,24287.0,462.0,,FAILED,2025-06-26 19:23:20
25610,14484,28274.0,4032.0,CASH,SUCCESS,2024-01-13 02:31:10
15558,16410,14062.0,3334.0,UPI,SUCCESS,2024-08-06 06:08:21
1570,6083,2025.0,148.0,UPI,PENDING,2023-04-09 12:40:04
7504,3355,8488.0,539.0,CARD,SUCCESS,2024-08-17 06:53:08
16341,5411,17129.0,1818.0,NETBANKING,SUCCESS,2024-04-13 21:13:44
18738,29663,,3215.0,CARD,SUCCESS,2024-10-25 09:02:05
5158,12483,-1.0,1385.0,CASH,SUCCESS,2024-10-12 10:30:06
28445,24117,17914.0,2253.0,CARD,PENDING,2023-04-10 11:32:07
20782,26571,3015.0,4382.0,CARD,SUCCESS,2023-01-09 20:46:46
16996,9357,17904.0,1187.0,NETBANKING,,2023-06-19 22:15:36
21101,16067,7385.0,3744.0,UPI,SUCCESS,2023-05-18 09:03:22
9254,15338,14852.0,276.0,UPI,SUCCESS,2025-01-24 01:12:12
21397,24003,19972.0,3994.0,UPI,SUCCESS,2025-06-14 12:43:50
12514,12696,16240.0,2380.0,UPI,FAILED,2023-12-05 14:10:18
4348,7465,15627.0,834.0,UPI,SUCCESS,2023-03-13 12:50:59
27011,20263,11566.0,2965.0,CASH,PENDING,2023-08-25 08:44:28
27654,7082,11204.0,4439.0,CARD,SUCCESS,2023-09-16 05:00:36
4450,25953,2355.0,939.0,UPI,SUCCESS,2023-08-11 09:17:14
8120,12727,23386.0,4977.0,UPI,PENDING,2025-04-02 20:56:35
22125,18155,27777.0,214.0,UPI,FAILED,2023-06-05 20:57:12
1267,21285,4281.0,1732.0,UPI,SUCCESS,2023-01-01 16:37:54
20478,9862,13537.0,490.0,NETBANKING,SUCCESS,2025-05-28 16:12:29
1303,5769,22345.0,3680.0,CASH,PENDING,2023-03-05 13:28:29
3194,25680,26680.0,-100.0,NETBANKING,SUCCESS,2025-06-28 07:47:54
22516,6301,,2736.0,UNKNOWN,PENDING,2023-08-02 23:04:32
13163,20660,300.0,2043.0,UPI,,2023-05-30 03:36:01
24695,22572,22053.0,732.0,CARD,SUCCESS,2025-03-12 20:30:30
19717,11275,7297.0,555.0,UPI,SUCCESS,2024-06-07 16:45:15
5513,23416,771.0,1132.0,CARD,FAILED,2024-05-07 08:28:35
14877,8091,26740.0,,CARD,SUCCESS,2023-05-20 03:16:50
1969,25542,12503.0,1672.0,CASH,SUCCESS,2024-03-10 14:17:25
12614,4204,24534.0,3891.0,UNKNOWN,PENDING,2023-08-02 12:56:14
29875,2007,8529.0,1402.0,CARD,SUCCESS,2024-02-19 13:01:35
4520,29656,7135.0,3546.0,NETBANKING,FAILED,2023-02-05 09:17:30
9234,794,11946.0,2136.0,UPI,SUCCESS,2023-05-09 05:05:20
2228,27482,21155.0,4248.0,CASH,SUCCESS,2023-01-03 01:31:32
1963,8884,18639.0,2549.0,UPI,SUCCESS,2025-02-12 05:10:24
15950,9653,24523.0,658.0,CASH,SUCCESS,2024-12-07 05:25:37
18196,10940,11415.0,3006.0,CARD,SUCCESS,2025-06-29 04:19:21
9090,8611,21852.0,2682.0,UPI,PENDING,2025-01-27 03:19:42
11406,18633,24069.0,999999.0,UPI,SUCCESS,2024-09-26 20:52:39
1048,1659,9796.0,227.0,UPI,SUCCESS,2025-03-09 02:57:22
7691,3560,3426.0,648.0,CASH,SUCCESS,2025-04-16 08:07:20
9817,7778,22680.0,1923.0,???,PENDING,2024-04-19 16:44:09
15517,13018,19076.0,3750.0,NETBANKING,SUCCESS,2025-03-31 23:44:10
25541,11425,6967.0,903.0,UPI,SUCCESS,2024-01-28 10:07:32
21937,11767,2126.0,3550.0,CASH,SUCCESS,2025-01-20 17:47:57
15342,5877,2955.0,854.0,NETBANKING,SUCCESS,2025-04-10 12:59:19
19261,22161,3298.0,3512.0,CARD,PENDING,2025-05-15 08:30:14
1759,20041,21739.0,1910.0,NETBANKING,SUCCESS,2024-09-18 18:06:31
11969,3246,15867.0,1951.0,CARD,SUCCESS,2024-02-10 19:37:58
23432,14427,21502.0,1714.0,NETBANKING,,2024-06-09 01:55:22
15732,12870,27759.0,2725.0,UPI,SUCCESS,2024-01-11 07:49:42
23143,18554,20182.0,3362.0,CASH,SUCCESS,2024-09-13 04:03:10
7556,11110,19258.0,572.0,CARD,SUCCESS,2023-05-03 03:52:17
5771,17741,4869.0,242.0,CARD,SUCCESS,2025-06-23 22:09:44
14470,10511,,4318.0,UPI,SUCCESS,2024-03-18 04:29:42
23404,25704,12295.0,4528.0,NETBANKING,PENDING,2024-07-07 23:09:46
4340,27931,5491.0,3495.0,UPI,SUCCESS,2023-01-22 15:01:42
18730,19770,29081.0,2171.0,CASH,SUCCESS,2024-01-30 18:51:59
6356,29458,9460.0,,CARD,SUCCESS,2024-12-22 14:34:40
9247,208,19026.0,3646.0,UPI,SUCCESS,2024-09-23 04:02:04
14937,25909,29942.0,4847.0,CASH,SUCCESS,2025-06-09 11:15:38
24591,6235,85.0,2095.0,CARD,,2023-12-02 05:10:17
12537,18564,10647.0,4354.0,CARD,SUCCESS,2023-06-15 23:36:47
15109,5273,19746.0,4617.0,UPI,,2023-03-19 17:11:30
18790,15971,20473.0,3253.0,CARD,SUCCESS,2024-05-23 20:45:18
17312,12663,99999.0,1439.0,CASH,SUCCESS,2024-05-07 11:36:46
3844,2258,,1245.0,NETBANKING,SUCCESS,2024-11-03 17:03:31
25660,22524,4645.0,1426.0,???,FAILED,2023-07-12 16:01:31
27161,15862,85.0,837.0,CASH,SUCCESS,2023-04-05 06:14:34
2974,19378,22261.0,211.0,UPI,SUCCESS,2024-01-25 10:02:27
4973,555,11766.0,798.0,,SUCCESS,2024-02-13 01:38:34
1386,17423,7471.0,3376.0,CARD,SUCCESS,2024-07-07 22:49:15
17881,18711,20581.0,2013.0,CASH,PENDING,2025-04-26 03:53:29
22863,6311,17183.0,2896.0,UPI,FAILED,2024-07-02 00:35:56
21883,12802,1785.0,1137.0,UPI,SUCCESS,2024-02-21 15:22:00
3770,25113,29560.0,314.0,UPI,PENDING,2024-01-30 07:09:34
10990,6152,16109.0,1201.0,CARD,SUCCESS,2023-04-07 14:21:34
11583,20364,23505.0,706.0,CARD,SUCCESS,2024-11-10 13:51:57
8300,28589,5460.0,4525.0,CARD,SUCCESS,2025-04-11 02:49:08
981,2345,9193.0,,CASH,SUCCESS,2025-03-12 00:28:09
23652,23022,21201.0,2352.0,CASH,SUCCESS,2023-12-10 10:05:15
29672,23953,11896.0,1718.0,,SUCCESS,2024-09-01 04:53:42
8519,17910,160.0,1596.0,CASH,PENDING,2024-06-16 07:51:49
29309,3668,15935.0,200.0,UPI,FAILED,2024-02-05 15:00:53
5333,14712,3450.0,929.0,UPI,SUCCESS,2024-02-06 05:52:54
335,20623,23857.0,3056.0,UPI,SUCCESS,2023-10-26 17:17:53
22368,25948,,2539.0,UPI,SUCCESS,2024-04-04 19:23:30
9184,21,28814.0,3327.0,UPI,FAILED,2025-04-07 16:05:32
10573,24669,25320.0,445.0,UPI,SUCCESS,2024-07-12 00:35:37
26595,26210,5142.0,1366.0,NETBANKING,SUCCESS,2023-02-04 09:53:13
9483,4500,3252.0,1329.0,CARD,SUCCESS,2023-07-19 07:11:25
19233,27525,3312.0,454.0,CARD,SUCCESS,2025-03-28 00:46:36
26372,24522,24046.0,3711.0,UPI,SUCCESS,2024-10-24 14:34:53
