area_id,area_name,city,pincode,delivery_charge
47,Pune,Delhi,160017,83.75
3924,Jodhpur,Gujarat,324005,116.46
16751,Amritsar,Gujarat,122001,60.11
5585,Kanpur,Rajasthan,122001,24.11
16581,Kota,Madhya Pradesh,302001,11.72
16506,Bhopal,Punjab,226001,69.09
23882,Kanpur,Uttar Pradesh,122001,40.77
1139,Udaipur,Haryana,313001,156.76
17412,Noida,Haryana,160017,41.3
4848,Ajmer,Haryana,560001,50.47
4885,Kota,Punjab,560001,
23005,Bengaluru,Punjab,122001,53.19
9949,Ahmedabad,Punjab,560001,92.05
23561,,Haryana,380001,
14332,Vadodara,Gujarat,122001,147.0
17269,Jaipur,Gujarat,400001,186.91
19655,Bengaluru,Haryana,160017,27.18
7013,Jaipur,Tamil Nadu,400001,112.44
26492,Indore,Gujarat,560001,168.67
8289,Ahmedabad,Madhya Pradesh,411001,41.37
23476,Vadodara,Karnataka,110001,143.17
1289,Ahmedabad,Madhya Pradesh,302001,197.34
28258,Vadodara,Gujarat,411001,139.54
11075,Surat,Rajasthan,160017,54.93
19535,Jaipur,Madhya Pradesh,313001,161.55
24964,Bengaluru,Haryana,411001,41.57
22537,Jodhpur,,122001,10.9
9249,Gurgaon,Karnataka,122001,59.24
17709,,Madhya Pradesh,160017,140.01
27460,Indore,Delhi,110001,53.3
9348,Mumbai,Gujarat,226001,54.8
18784,Pune,Punjab,411001,37.95
6070,Gurgaon,Madhya Pradesh,226001,166.54
12536,Kota,Karnataka,324005,90.32
13135,Bhopal,Uttar Pradesh,380001,12.85
23270,Kanpur,Madhya Pradesh,400001,
1442,Delhi,Madhya Pradesh,400001,11.27
10685,Gurgaon,Punjab,abc123,52.71
8858,Pune,Haryana,560001,174.06
28831,Gurgaon,Haryana,999999,56.48
12038,Surat,Tamil Nadu,110001,45.7
8617,Udaipur,Maharashtra,122001,95.2
13371,Lucknow,Madhya Pradesh,324005,127.42
14514,Delhi,Delhi,560001,166.22
27889,Lucknow,Tamil Nadu,411001,23.67
26526,Pune,Haryana,400001,116.18
5557,Kanpur,Uttar Pradesh,110001,62.76
4481,Gurgaon,Punjab,324005,104.24
5800,Kanpur,Maharashtra,380001,199.06
8408,,Karnataka,400001,46.56
5842,Vadodara,Rajasthan,302001,168.28
6268,Pune,Maharashtra,201301,39.6
4739,Lucknow,,226001,55.28
279,Lucknow,Haryana,411001,41.64
19961,Bengaluru,Rajasthan,313001,148.15
21449,Jodhpur,Haryana,560001,140.17
24466,Kanpur,Tamil Nadu,411001,29.84
8616,Chandigarh,Maharashtra,226001,120.73
26641,Bhopal,Rajasthan,122001,119.86
4150,,Gujarat,226001,157.57
27100,Lucknow,,201301,26.98
15916,Jodhpur,Delhi,122001,21.13
1340,Pune,Tamil Nadu,400001,142.69
29507,Kanpur,Punjab,302001,193.29
16872,Indore,Haryana,160017,143.23
10230,Chandigarh,Tamil Nadu,560001,78.36
16953,Pune,Gujarat,226001,22.3
22692,Chandigarh,Maharashtra,122001,14.18
6238,???,Uttar Pradesh,560001,84.35
879,Bengaluru,Delhi,380001,160.97
19536,Kanpur,Karnataka,302001,74.48
12249,Bhopal,Rajasthan,400001,140.56
28566,Surat,Karnataka,560001,88.51
14182,Bengaluru,Maharashtra,110001,182.75
12803,Gurgaon,Madhya Pradesh,380001,130.6
2202,Indore,Delhi,324005,51.81
24660,Kota,Gujarat,160017,173.31
14109,Ahmedabad,Rajasthan,411001,198.85
12844,Chandigarh,Rajasthan,324005,90.28
9255,Delhi,Haryana,313001,38.96
9508,Bhopal,Rajasthan,201301,146.29
21654,Amritsar,Maharashtra,122001,139.12
25314,Indore,Madhya Pradesh,400001,
28356,Bengaluru,Haryana,122001,80.0
6335,,Uttar Pradesh,122001,21.19
23306,Kota,Gujarat,160017,130.92
7469,Kanpur,Tamil Nadu,000000,113.83
6121,Noida,Karnataka,160017,115.15
16688,Indore,Maharashtra,201301,126.38
22229,Delhi,Maharashtra,122001,63.45
19937,,Haryana,302001,57.99
10242,Vadodara,Karnataka,560001,153.48
6235,Chandigarh,Unknown,380001,195.96
6207,Amritsar,Madhya Pradesh,380001,166.41
21203,Indore,,313001,86.02
18509,Bengaluru,Gujarat,226001,188.06
346,Delhi,Delhi,400001,
23830,Indore,Rajasthan,122001,184.43
26096,Surat,Haryana,324005,94.52
2859,Mumbai,Delhi,560001,91.42
17362,Pune,Maharashtra,411001,48.29
4207,Pune,Rajasthan,110001,135.12
20687,Gurgaon,Karnataka,560001,83.66
8511,Noida,Gujarat,380001,22.8
2948,Mumbai,Karnataka,201301,32.79
16770,Kanpur,Tamil Nadu,313001,108.02
24051,Indore,Tamil Nadu,160017,82.55
17556,Pune,Maharashtra,160017,162.57
6869,Vadodara,Tamil Nadu,380001,124.43
29951,Gurgaon,Madhya Pradesh,122001,51.99
27609,Amritsar,Haryana,226001,131.41
16073,Surat,Punjab,122001,70.9
18311,Jaipur,Uttar Pradesh,313001,16.59
6815,Kota,Maharashtra,160017,196.18
14414,Gurgaon,Uttar Pradesh,324005,167.37
16788,Noida,Uttar Pradesh,380001,80.56
26142,Jaipur,Rajasthan,324005,9999.0
20100,Lucknow,Delhi,411001,
28738,Mumbai,Uttar Pradesh,313001,133.71
17099,Delhi,Maharashtra,302001,172.45
19298,Surat,Tamil Nadu,324005,131.01
18371,Surat,Delhi,160017,190.06
29187,Amritsar,Haryana,380001,193.71
6903,Jaipur,Tamil Nadu,999999,60.27
1816,Udaipur,Tamil Nadu,201301,143.01
29415,Indore,Maharashtra,302001,69.15
4476,Amritsar,Maharashtra,400001,90.01
18498,Ahmedabad,Gujarat,560001,
26304,Indore,Maharashtra,000000,191.46
26031,Indore,Gujarat,110001,149.3
15293,Delhi,Gujarat,560001,162.45
574,Amritsar,Karnataka,324005,96.74
24625,Ajmer,Uttar Pradesh,560001,78.01
1537,Udaipur,Haryana,110001,37.53
11444,Amritsar,Madhya Pradesh,560001,198.2
3384,Gurgaon,Delhi,380001,176.15
6825,Bengaluru,Tamil Nadu,380001,163.66
15051,Bhopal,Karnataka,560001,
18751,Chandigarh,Uttar Pradesh,226001,176.65
9876,Noida,Gujarat,160017,188.88
11258,Jaipur,Uttar Pradesh,999999,189.86
18604,Indore,Rajasthan,110001,140.64
7470,Kota,Maharashtra,XXXXX,164.38
1973,???,Delhi,110001,132.85
28929,Gurgaon,Tamil Nadu,400001,179.2
791,,Karnataka,110001,21.55
22142,,Haryana,560001,110.72
26437,,Haryana,201301,145.59
24517,Bengaluru,Tamil Nadu,313001,58.26
24350,Ajmer,Haryana,110001,21.34
13009,Mumbai,Tamil Nadu,411001,111.98
23122,Jaipur,Uttar Pradesh,160017,119.96
22205,Bhopal,,302001,-10.0
980,Gurgaon,Madhya Pradesh,324005,9999.0
20848,Jaipur,Punjab,313001,10.81
13822,Vadodara,Haryana,400001,142.05
24871,Indore,Delhi,313001,108.84
26787,Chandigarh,Madhya Pradesh,400001,90.16
14273,Jodhpur,Gujarat,110001,
26408,Kanpur,Gujarat,abc123,81.5
4048,,Karnataka,201301,196.85
1805,Surat,,313001,17.24
13438,Delhi,Maharashtra,380001,91.44
6224,Gurgaon,Delhi,411001,142.42
16666,Noida,Haryana,226001,22.88
16737,NaN,Haryana,400001,96.32
22297,Lucknow,Madhya Pradesh,122001,138.2
23661,Indore,Tamil Nadu,122001,146.56
8043,Delhi,Gujarat,302001,89.21
18736,Chandigarh,Uttar Pradesh,324005,
4414,Kota,Rajasthan,380001,9999.0
18508,Kota,Karnataka,302001,121.85
6647,Vadodara,Madhya Pradesh,324005,86.52
17826,Bengaluru,Tamil Nadu,160017,14.02
4570,Amritsar,Maharashtra,201301,178.94
27069,Amritsar,Karnataka,411001,169.47
16046,Surat,Madhya Pradesh,411001,182.51
17284,Chandigarh,Tamil Nadu,324005,159.45
22284,Jaipur,Delhi,226001,150.4
26759,Delhi,Gujarat,122001,34.21
15172,Amritsar,Haryana,560001,83.68
15289,Amritsar,Madhya Pradesh,122001,160.6
398,Ahmedabad,Delhi,411001,87.67
3107,Jodhpur,Madhya Pradesh,560001,180.17
12618,,Haryana,313001,61.58
9571,Udaipur,Punjab,201301,119.55
9775,Lucknow,Haryana,201301,72.26
7307,Kota,Madhya Pradesh,313001,121.0
7902,Surat,Haryana,abc123,55.78
20590,Bengaluru,Karnataka,313001,173.33
1576,Delhi,Gujarat,110001,169.93
27691,Udaipur,Delhi,201301,-10.0
5380,Lucknow,Uttar Pradesh,201301,30.63
13635,Delhi,Tamil Nadu,201301,178.68
9621,Kanpur,Maharashtra,560001,48.96
12418,Gurgaon,Haryana,400001,150.06
3255,Ajmer,Punjab,560001,132.26
18169,Jodhpur,Gujarat,324005,94.47
25452,Lucknow,Karnataka,226001,69.75
2130,Vadodara,Madhya Pradesh,226001,189.34
19022,Ahmedabad,Madhya Pradesh,201301,135.04
28596,Indore,Madhya Pradesh,560001,164.99
23257,Udaipur,Madhya Pradesh,324005,92.11
5804,Ahmedabad,Delhi,411001,197.08
19164,Kanpur,Uttar Pradesh,560001,45.46
11122,Bhopal,,313001,87.56
26784,Ahmedabad,Tamil Nadu,110001,146.81
22955,Surat,Rajasthan,302001,76.33
10948,Pune,???,400001,126.74
23501,Amritsar,Uttar Pradesh,560001,85.93
20593,Pune,,160017,152.83
9705,Noida,,abc123,26.32
6866,Bengaluru,Tamil Nadu,400001,14.27
14177,Jaipur,???,400001,-5.0
5019,Jodhpur,Haryana,313001,78.47
12755,Kota,,226001,12.45
12905,Indore,Madhya Pradesh,400001,98.15
7699,Indore,???,226001,187.21
27987,Vadodara,Delhi,000000,79.27
19133,Lucknow,Haryana,380001,-5.0
15674,Kota,Rajasthan,313001,35.53
93,Vadodara,Haryana,400001,27.93
10211,Vadodara,Rajasthan,380001,99.23
15326,Ahmedabad,Uttar Pradesh,380001,145.28
29180,Delhi,Maharashtra,226001,88.82
28742,Vadodara,Delhi,XXXXX,69.9
16187,Delhi,Rajasthan,302001,101.08
10878,Ajmer,Rajasthan,380001,19.45
11880,Gurgaon,Rajasthan,000000,68.16
8514,Bengaluru,Rajasthan,400001,82.26
928,Noida,Maharashtra,380001,177.56
5473,Kanpur,Haryana,226001,139.0
14137,Lucknow,Karnataka,000000,18.56
2141,Surat,Punjab,226001,78.71
14475,Ajmer,Gujarat,380001,118.99
15202,???,Delhi,400001,38.34
4895,Pune,Rajasthan,560001,178.54
26776,Ajmer,Karnataka,302001,149.07
23391,Jodhpur,Punjab,400001,168.4
27073,Noida,Gujarat,110001,
12587,Lucknow,Uttar Pradesh,313001,142.68
8744,Udaipur,Karnataka,226001,181.25
10409,Amritsar,Madhya Pradesh,560001,16.85
19500,Kanpur,Gujarat,XXXXX,127.86
7396,Bhopal,Uttar Pradesh,411001,184.98
15160,Udaipur,Madhya Pradesh,110001,191.72
12786,???,Madhya Pradesh,324005,72.54
1191,Lucknow,Gujarat,324005,45.34
22206,Mumbai,Haryana,400001,62.46
6088,Vadodara,Gujarat,313001,170.11
7752,Pune,Uttar Pradesh,411001,
4458,Noida,Madhya Pradesh,110001,55.1
2684,Chandigarh,,302001,165.01
13493,Bengaluru,Tamil Nadu,999999,20.28
7899,Kanpur,Delhi,324005,164.28
24526,Ajmer,Punjab,122001,17.28
3859,Udaipur,Gujarat,400001,162.37
3456,Ajmer,Maharashtra,380001,51.09
16769,Mumbai,Gujarat,380001,133.04
21115,Surat,Uttar Pradesh,122001,27.25
11991,Jodhpur,Gujarat,302001,199.26
20292,Udaipur,Delhi,560001,126.56
1119,Amritsar,Maharashtra,302001,80.42
8041,Pune,Uttar Pradesh,411001,101.1
2209,Ahmedabad,Karnataka,201301,60.8
8677,Pune,Karnataka,110001,103.37
12433,Lucknow,Maharashtra,411001,180.67
7423,Amritsar,Karnataka,201301,171.0
16564,Chandigarh,Haryana,560001,125.64
14055,Jaipur,Uttar Pradesh,160017,29.46
352,Noida,Delhi,560001,63.05
4035,Chandigarh,Madhya Pradesh,324005,156.89
7302,Amritsar,Maharashtra,226001,159.53
4411,Bhopal,Gujarat,400001,177.24
448,Kota,Maharashtra,160017,154.79
9898,Lucknow,Delhi,302001,67.22
15061,Vadodara,Uttar Pradesh,201301,191.43
11655,Mumbai,Rajasthan,560001,192.0
9634,Gurgaon,Maharashtra,160017,67.29
13119,Bhopal,Uttar Pradesh,110001,10.87
14603,Amritsar,Gujarat,400001,68.18
26938,Jodhpur,Maharashtra,302001,13.25
7761,Ajmer,Madhya Pradesh,324005,89.72
22250,,Rajasthan,400001,-10.0
21352,Kota,Delhi,380001,188.2
3097,Kota,Tamil Nadu,324005,102.66
15092,Ahmedabad,Tamil Nadu,302001,108.08
17477,Jaipur,Maharashtra,400001,-5.0
25603,Jaipur,Tamil Nadu,411001,166.75
9930,Udaipur,Karnataka,110001,110.84
15770,Ajmer,Punjab,110001,57.2
20064,Gurgaon,???,380001,78.49
25863,Kota,Rajasthan,302001,128.09
21219,Ajmer,Punjab,110001,13.69
11421,Jaipur,Gujarat,411001,133.12
26445,Bengaluru,Gujarat,411001,55.05
10430,Chandigarh,???,000000,90.82
25390,Kanpur,Rajasthan,201301,161.67
15879,Vadodara,Madhya Pradesh,160017,145.29
1088,Ajmer,Delhi,201301,159.86
4187,Mumbai,Uttar Pradesh,560001,62.23
23317,Indore,Maharashtra,160017,83.02
18180,,Karnataka,411001,82.52
7970,Bengaluru,,160017,192.76
29589,Chandigarh,Delhi,160017,98.18
19294,Noida,Gujarat,380001,164.38
20928,Udaipur,Madhya Pradesh,226001,195.09
3736,Ahmedabad,Tamil Nadu,122001,167.03
22502,Kanpur,Maharashtra,380001,57.7
23251,Ahmedabad,Haryana,201301,67.0
25244,Delhi,Rajasthan,313001,78.06
21420,,Punjab,110001,
1054,Bhopal,Haryana,302001,145.09
24751,Delhi,Madhya Pradesh,122001,126.92
19359,Chandigarh,Uttar Pradesh,160017,153.72
23637,Amritsar,Tamil Nadu,110001,168.97
15678,Amritsar,Karnataka,201301,83.95
27249,Ahmedabad,Karnataka,400001,177.64
11194,Ahmedabad,Rajasthan,160017,185.85
12125,Kota,Uttar Pradesh,400001,148.65
4221,Surat,Uttar Pradesh,560001,10.84
26406,Gurgaon,Haryana,560001,133.01
2679,Bhopal,Delhi,313001,131.71
5116,Lucknow,Punjab,302001,58.88
5227,Lucknow,Karnataka,201301,-5.0
100,Surat,Rajasthan,411001,113.22
21662,,Punjab,324005,45.52
26471,Ajmer,Delhi,160017,101.47
1677,Delhi,Uttar Pradesh,560001,195.2
28653,Jodhpur,Uttar Pradesh,324005,61.47
21212,Kanpur,Rajasthan,226001,28.18
5641,Vadodara,Gujarat,400001,50.42
5342,Kota,Gujarat,411001,125.84
21363,,Delhi,201301,138.06
25331,Gurgaon,Uttar Pradesh,411001,53.21
27677,Kanpur,Maharashtra,226001,36.73
2975,Surat,Tamil Nadu,380001,27.95
627,Jaipur,Haryana,110001,14.81
20475,Lucknow,Delhi,226001,75.73
21484,Kota,Uttar Pradesh,302001,58.05
29795,Lucknow,Rajasthan,324005,88.08
13091,Delhi,Maharashtra,560001,93.63
6553,Bhopal,Maharashtra,400001,49.47
24338,Delhi,Tamil Nadu,201301,186.17
12139,Ahmedabad,Maharashtra,380001,190.96
2042,Vadodara,Punjab,110001,139.74
11682,Amritsar,,122001,87.93
9780,Gurgaon,Punjab,000000,193.27
20493,Surat,Gujarat,226001,184.96
8247,Kota,Uttar Pradesh,160017,73.35
25653,Chandigarh,Gujarat,313001,194.3
21886,Gurgaon,Gujarat,400001,89.16
22734,Mumbai,Madhya Pradesh,380001,17.93
7342,Gurgaon,Tamil Nadu,380001,184.1
25994,Noida,Karnataka,560001,171.33
22002,Vadodara,Tamil Nadu,302001,55.37
3299,Mumbai,Rajasthan,110001,24.96
9427,,Tamil Nadu,302001,42.51
19139,Lucknow,,000000,49.31
6747,Noida,Rajasthan,560001,149.56
22859,Vadodara,Madhya Pradesh,380001,27.65
27771,NaN,Maharashtra,313001,18.63
28681,Ajmer,Madhya Pradesh,400001,
11287,Gurgaon,Madhya Pradesh,226001,176.64
4514,Jaipur,Delhi,313001,172.97
5385,Mumbai,Rajasthan,226001,116.63
19677,Udaipur,Delhi,226001,183.29
8414,Vadodara,Maharashtra,560001,21.67
13424,Jodhpur,Delhi,160017,138.95
26924,Noida,Punjab,560001,101.13
28477,Jodhpur,Karnataka,110001,90.85
22689,Kanpur,Delhi,226001,52.2
13912,Vadodara,Delhi,110001,72.61
13821,Amritsar,Maharashtra,324005,51.02
22889,Jodhpur,Rajasthan,160017,153.34
9607,Chandigarh,Delhi,380001,121.43
23569,Ahmedabad,Tamil Nadu,560001,-10.0
15366,Indore,Uttar Pradesh,560001,186.75
8911,Indore,Tamil Nadu,110001,51.63
15677,Udaipur,Punjab,560001,19.8
21524,Noida,Delhi,400001,39.21
27081,Noida,Madhya Pradesh,400001,174.77
16322,Jodhpur,Haryana,160017,124.29
16745,Delhi,Haryana,560001,81.32
14928,Kota,Rajasthan,160017,146.86
7506,Kanpur,Rajasthan,226001,191.48
10944,Chandigarh,Maharashtra,400001,123.95
15309,,Karnataka,122001,178.03
24169,Amritsar,Uttar Pradesh,302001,123.79
26750,Lucknow,Gujarat,110001,112.14
22480,Jodhpur,Tamil Nadu,110001,156.91
8055,Lucknow,Uttar Pradesh,324005,10.63
2648,NaN,Uttar Pradesh,411001,127.26
8378,Gurgaon,Uttar Pradesh,226001,125.19
12984,,Delhi,560001,186.64
12031,Noida,Haryana,110001,196.9
19843,Indore,Karnataka,380001,157.46
8363,Indore,Maharashtra,160017,189.35
10885,Amritsar,Maharashtra,122001,167.9
25992,Amritsar,Madhya Pradesh,324005,71.77
25705,Amritsar,Gujarat,122001,162.52
9351,Jaipur,Rajasthan,560001,100.43
11467,Gurgaon,Delhi,201301,55.03
15545,Udaipur,Gujarat,302001,44.13
4557,Amritsar,Maharashtra,302001,56.85
23250,Jaipur,Karnataka,313001,116.19
5816,Jodhpur,Maharashtra,560001,80.92
26350,Udaipur,Uttar Pradesh,313001,165.21
8092,Vadodara,Madhya Pradesh,160017,96.39
21514,Ajmer,Delhi,226001,189.53
12196,Delhi,Maharashtra,226001,171.99
17964,Ahmedabad,Tamil Nadu,411001,101.54
8892,Kota,Punjab,110001,158.8
345,Vadodara,Karnataka,560001,152.79
5928,Ajmer,Haryana,324005,67.67
964,Ajmer,Rajasthan,560001,124.65
14460,Vadodara,Madhya Pradesh,411001,171.17
24916,Ahmedabad,Haryana,122001,48.44
14529,Vadodara,Uttar Pradesh,226001,
7887,,Tamil Nadu,560001,63.51
2010,Udaipur,Punjab,160017,174.25
24012,Chandigarh,Punjab,122001,18.7
16374,Noida,Gujarat,226001,140.55
25342,Pune,Karnataka,560001,60.27
24427,Bhopal,Karnataka,324005,77.36
29126,Udaipur,Karnataka,302001,114.68
11308,Jaipur,Karnataka,560001,
11784,Bhopal,Gujarat,380001,60.92
23407,Gurgaon,Delhi,380001,85.12
25467,Kanpur,Haryana,560001,14.22
17971,Amritsar,Uttar Pradesh,122001,29.91
20249,Mumbai,Uttar Pradesh,302001,135.91
24359,Pune,Maharashtra,122001,146.54
5881,Vadodara,Delhi,110001,181.57
4878,Ahmedabad,Maharashtra,400001,123.44
23618,Gurgaon,Maharashtra,313001,146.92
29725,,Maharashtra,122001,189.83
13200,???,Uttar Pradesh,122001,145.72
27777,Lucknow,Rajasthan,560001,109.52
7890,Jaipur,Punjab,160017,41.47
26192,Indore,Punjab,324005,172.0
29647,Vadodara,Madhya Pradesh,226001,98.35
1216,Ajmer,Gujarat,160017,49.29
24667,Gurgaon,Gujarat,201301,20.33
13531,Lucknow,Tamil Nadu,380001,180.78
12462,Ajmer,Gujarat,313001,160.5
19385,Kota,Rajasthan,201301,13.85
16861,Ahmedabad,Madhya Pradesh,226001,147.98
7555,Bengaluru,Karnataka,380001,31.44
15046,Jaipur,Punjab,122001,119.1
16393,Vadodara,Karnataka,201301,
12679,Mumbai,Karnataka,226001,158.45
26450,Delhi,Madhya Pradesh,201301,143.52
26726,Bengaluru,Uttar Pradesh,201301,39.39
3848,Bhopal,Gujarat,201301,39.95
665,Surat,Karnataka,313001,182.43
11998,Ajmer,Uttar Pradesh,XXXXX,58.62
14092,Udaipur,Rajasthan,400001,116.5
3449,Lucknow,Maharashtra,313001,36.95
8198,,Punjab,411001,29.39
13209,Pune,Uttar Pradesh,560001,160.25
27131,,Delhi,122001,96.59
8125,Ahmedabad,Madhya Pradesh,302001,172.42
20131,Ajmer,Delhi,122001,123.16
25792,Amritsar,Delhi,160017,27.05
5082,Jaipur,Rajasthan,302001,103.37
23170,Delhi,,313001,61.29
14367,Lucknow,Punjab,411001,18.25
26555,Kota,Tamil Nadu,560001,38.91
3471,Lucknow,Uttar Pradesh,201301,116.99
7331,Indore,Haryana,302001,162.49
25982,Bhopal,Delhi,560001,162.47
10323,Vadodara,Delhi,313001,155.13
21601,Ahmedabad,Rajasthan,400001,134.33
18639,NaN,Madhya Pradesh,302001,78.34
5552,Udaipur,Gujarat,160017,197.28
24956,Chandigarh,Rajasthan,122001,112.56
20431,Kota,???,560001,178.7
1451,Ahmedabad,Karnataka,400001,134.73
20632,Vadodara,,302001,176.8
9402,Ajmer,Gujarat,160017,10.2
22726,Surat,Maharashtra,324005,175.52
9933,Ajmer,Haryana,110001,-10.0
28517,Delhi,Haryana,324005,90.28
29137,Chandigarh,Rajasthan,122001,110.69
26407,Bengaluru,Madhya Pradesh,226001,103.02
25366,Bhopal,Uttar Pradesh,313001,9999.0
8953,Bhopal,Karnataka,226001,38.48
4950,Pune,Maharashtra,324005,
23073,Kota,Punjab,324005,
14944,Udaipur,Punjab,324005,
3640,Chandigarh,Madhya Pradesh,560001,30.86
20905,Delhi,,226001,14.89
28327,Amritsar,Tamil Nadu,400001,161.39
10043,Delhi,Delhi,324005,9999.0
6129,Ajmer,Tamil Nadu,324005,110.08
28207,Jaipur,Gujarat,560001,24.95
10995,Lucknow,Punjab,302001,137.59
853,Jodhpur,Rajasthan,313001,68.73
25403,Jodhpur,Haryana,313001,11.61
15972,,Karnataka,160017,74.96
2237,Chandigarh,Maharashtra,302001,70.4
3932,Udaipur,Haryana,226001,54.11
21764,Bengaluru,Delhi,380001,34.73
10498,NaN,Haryana,400001,182.25
5115,,Haryana,160017,38.22
19339,Noida,Gujarat,122001,
3493,Ajmer,Gujarat,313001,154.79
4081,Amritsar,Punjab,324005,75.45
25424,Gurgaon,Haryana,160017,88.51
20398,Delhi,Haryana,313001,68.69
22544,Gurgaon,Tamil Nadu,400001,177.41
2282,Surat,Tamil Nadu,201301,177.48
26580,Mumbai,Rajasthan,400001,78.27
7686,Ahmedabad,Maharashtra,226001,136.83
28343,Kanpur,Tamil Nadu,302001,152.62
27896,Ahmedabad,Maharashtra,201301,173.19
19636,Ajmer,Gujarat,313001,189.55
17211,Bengaluru,Maharashtra,380001,111.75
22676,Amritsar,Madhya Pradesh,313001,77.75
19279,Ahmedabad,Rajasthan,380001,16.02
25774,Noida,Rajasthan,313001,76.68
2944,Mumbai,Madhya Pradesh,201301,137.9
12681,Pune,Madhya Pradesh,302001,97.94
1013,Noida,Maharashtra,110001,196.56
19984,Ahmedabad,,122001,77.72
23230,Amritsar,Haryana,122001,71.72
313,Surat,Delhi,324005,47.36
5534,,Delhi,380001,34.04
3691,,Delhi,411001,111.47
14106,Bhopal,Uttar Pradesh,411001,98.4
26496,Ahmedabad,Karnataka,411001,
7526,Lucknow,Maharashtra,400001,160.86
27701,Bengaluru,Karnataka,400001,121.81
475,Amritsar,Gujarat,122001,54.62
6663,Ahmedabad,Uttar Pradesh,324005,50.06
4521,Noida,Karnataka,000000,-10.0
4986,Indore,Maharashtra,122001,140.34
8417,Bhopal,Uttar Pradesh,400001,94.43
7577,Kanpur,Gujarat,400001,121.63
19044,Udaipur,Madhya Pradesh,160017,198.03
19487,Mumbai,Uttar Pradesh,411001,145.16
16116,,Punjab,411001,140.53
19682,Bhopal,Maharashtra,160017,171.63
19692,Pune,Delhi,160017,81.31
776,Jaipur,Tamil Nadu,122001,36.85
2899,Bhopal,Gujarat,324005,70.66
14086,???,Tamil Nadu,110001,97.53
2319,Pune,Delhi,560001,86.93
6912,Delhi,Tamil Nadu,226001,124.92
9586,Lucknow,Madhya Pradesh,560001,102.7
14074,Bhopal,Rajasthan,201301,71.41
28637,Udaipur,Uttar Pradesh,160017,46.42
10864,Gurgaon,Punjab,324005,173.61
21528,Lucknow,Unknown,122001,168.93
2820,Jodhpur,Tamil Nadu,160017,124.53
2908,Jaipur,Punjab,313001,50.9
19111,Gurgaon,Maharashtra,560001,61.9
25297,Vadodara,Karnataka,411001,125.77
22828,Ahmedabad,Karnataka,160017,117.73
25528,Ajmer,Rajasthan,400001,95.47
8346,Vadodara,Gujarat,226001,35.63
2869,Lucknow,Punjab,160017,150.45
20513,Kanpur,Karnataka,160017,149.22
21775,Mumbai,Tamil Nadu,380001,189.27
7338,Bengaluru,Delhi,110001,57.63
9403,Ahmedabad,Rajasthan,324005,95.15
2405,Chandigarh,Punjab,324005,181.09
675,Chandigarh,Maharashtra,400001,
15429,Bengaluru,Delhi,313001,148.79
12561,Delhi,Gujarat,400001,90.24
22132,,Punjab,380001,80.72
12427,Chandigarh,Rajasthan,226001,173.44
2223,Bengaluru,Delhi,313001,171.03
822,Bengaluru,Madhya Pradesh,abc123,38.15
7975,Mumbai,Punjab,313001,116.09
6269,Vadodara,Madhya Pradesh,226001,43.45
11855,Lucknow,Uttar Pradesh,313001,129.82
17928,Bengaluru,Gujarat,122001,140.37
12866,Amritsar,Haryana,411001,193.0
4242,Indore,Delhi,411001,158.67
17769,Vadodara,Maharashtra,400001,84.92
8021,Vadodara,Tamil Nadu,380001,59.0
29608,Lucknow,Maharashtra,201301,171.35
14004,Ajmer,Karnataka,122001,51.42
2880,Noida,Gujarat,226001,142.46
21582,Bengaluru,Haryana,380001,25.63
14668,Gurgaon,Gujarat,160017,169.88
13373,Mumbai,Karnataka,560001,175.56
16689,Jaipur,Madhya Pradesh,abc123,52.56
6309,Jodhpur,Madhya Pradesh,110001,188.35
24805,Chandigarh,Karnataka,110001,103.88
3793,Lucknow,,110001,107.65
6563,Surat,Rajasthan,122001,89.36
11058,Vadodara,Rajasthan,201301,
26973,Surat,Punjab,324005,119.88
5747,Ajmer,Delhi,380001,45.42
23551,Kanpur,Madhya Pradesh,201301,105.84
16955,Mumbai,Punjab,324005,179.1
13502,Lucknow,Unknown,313001,62.73
10354,,Punjab,313001,157.27
5101,Ajmer,,160017,158.09
4116,???,Delhi,110001,44.5
24128,Vadodara,Gujarat,411001,171.74
12750,Gurgaon,Karnataka,400001,190.83
21605,Delhi,Delhi,110001,61.86
3698,Ajmer,Haryana,313001,186.62
11896,Mumbai,,400001,123.33
18921,Jodhpur,Punjab,110001,54.27
7287,Udaipur,Delhi,380001,85.17
15944,Udaipur,Delhi,160017,81.94
9802,Vadodara,Gujarat,122001,118.37
22479,Vadodara,Maharashtra,380001,127.01
26481,Gurgaon,Madhya Pradesh,411001,173.63
23635,Pune,Punjab,abc123,24.73
20275,Mumbai,Gujarat,110001,87.95
21785,Kota,Uttar Pradesh,380001,118.88
24406,Amritsar,Tamil Nadu,122001,53.18
20944,Ajmer,Rajasthan,110001,25.95
1483,Surat,Rajasthan,110001,132.03
2623,Chandigarh,Gujarat,201301,140.64
873,Udaipur,Uttar Pradesh,380001,128.5
3015,Mumbai,Unknown,324005,121.14
29830,Kanpur,Punjab,226001,-10.0
28172,Delhi,Delhi,201301,11.23
11082,Bhopal,Maharashtra,110001,103.34
26571,Lucknow,Karnataka,380001,178.41
24972,Bengaluru,Madhya Pradesh,122001,142.22
24828,Kanpur,Gujarat,380001,17.45
4975,Kota,Haryana,324005,167.82
