delivery_id,order_id,driver_id,vehicle_id,pickup_time,delivery_time,delivery_status,distance_km
21352,493.0,29439.0,5501.0,2025-06-10 08:55:28,2023-01-01 08:00:00,IN_TRANSIT,19.0
3097,5113.0,14503.0,15462.0,2024-10-19 03:52:01,2024-10-21 02:52:01,DELIVERED,27.0
15092,20812.0,9525.0,7777.0,2023-11-13 09:28:13,2023-11-15 17:28:13,IN_TRANSIT,
17477,16109.0,26182.0,,2023-01-16 10:32:15,2023-01-16 12:32:15,IN_TRANSIT,44.0
25603,10483.0,28093.0,14633.0,2024-12-08 21:07:18,2024-12-09 11:07:18,IN_TRANSIT,63.0
9930,4307.0,14694.0,17586.0,2025-04-02 13:20:41,2025-04-04 11:20:41,DELIVERED,96.0
15770,17344.0,,10561.0,2023-01-16 14:39:29,2023-01-17 09:39:29,DELIVERED,31.0
20064,23633.0,7923.0,27004.0,2023-10-15 19:44:10,2023-10-17 21:44:10,FAILED,42.0
25863,7022.0,17492.0,17505.0,2025-05-11 20:57:02,2023-01-02 09:00:00,FAILED,82.0
21219,15599.0,23159.0,7885.0,2024-01-28 12:03:42,2024-01-28 20:03:42,DELIVERED,82.0
11421,8298.0,7107.0,5782.0,2023-02-24 05:04:11,2023-02-24 17:04:11,DELIVERED,26.0
26445,11239.0,15353.0,947.0,2023-11-24 05:26:38,2023-11-25 15:26:38,DELIVERED,96.0
10430,16858.0,29021.0,10947.0,2023-10-04 09:23:49,2023-10-04 19:23:49,IN_TRANSIT,69.0
25390,,5212.0,1335.0,2025-02-23 21:35:43,2025-02-24 05:35:43,FAILED,58.0
15879,26396.0,24977.0,10554.0,2025-05-23 07:35:11,2025-05-24 09:35:11,IN_TRANSIT,80.0
1088,552.0,6862.0,23767.0,2024-07-10 01:09:07,2024-07-11 06:09:07,IN_TRANSIT,11.0
4187,23625.0,9454.0,20733.0,2025-02-21 07:34:49,2025-02-23 03:34:49,FAILED,38.0
23317,6257.0,770.0,15705.0,2023-08-08 02:35:00,2023-08-10 13:35:00,IN_TRANSIT,50.0
18180,12212.0,4327.0,17211.0,2023-06-27 17:48:04,2023-06-28 02:48:04,FAILED,35.0
7970,21057.0,13362.0,29260.0,2023-05-27 18:04:10,2023-05-29 03:04:10,IN_TRANSIT,60.0
29589,24421.0,7572.0,,2023-06-11 11:28:39,2023-06-12 03:28:39,DELIVERED,42.0
19294,12886.0,20096.0,,2023-08-06 05:09:16,2023-08-08 22:09:16,IN_TRANSIT,98.0
20928,9542.0,16668.0,22591.0,2024-04-04 04:28:16,2023-01-03 16:00:00,DELIVERED,85.0
3736,29956.0,21169.0,6762.0,2024-11-13 19:20:15,2024-11-16 17:20:15,DELIVERED,8.0
22502,18282.0,23256.0,24826.0,2024-10-29 08:24:14,2024-10-29 17:24:14,DELIVERED,76.0
23251,24258.0,18774.0,12513.0,2024-11-02 07:26:35,2024-11-04 07:26:35,DELIVERED,40.0
25244,18533.0,16546.0,21011.0,2024-09-13 17:04:06,2024-09-16 01:04:06,DELIVERED,29.0
21420,6539.0,870.0,15098.0,2024-10-10 23:15:05,2024-10-12 14:15:05,DELIVERED,98.0
1054,3785.0,24751.0,23480.0,2024-07-20 05:35:45,2024-07-22 02:35:45,DELIVERED,53.0
24751,8132.0,13329.0,22770.0,2025-06-19 13:18:27,2025-06-20 09:18:27,DELIVERED,88.0
19359,13620.0,,10969.0,2025-04-12 00:11:47,2025-04-14 13:11:47,FAILED,87.0
23637,8789.0,19749.0,7347.0,2024-11-02 14:56:33,2024-11-04 17:56:33,FAILED,77.0
15678,8830.0,5818.0,14554.0,2025-04-13 16:02:15,2025-04-14 23:02:15,FAILED,77.0
27249,4783.0,12191.0,2729.0,2024-12-23 17:50:01,2024-12-24 11:50:01,IN_TRANSIT,93.0
11194,,18240.0,24664.0,2025-05-05 00:38:04,2025-05-07 05:38:04,DELIVERED,23.0
12125,10485.0,10718.0,19287.0,2023-08-29 23:06:30,2023-08-30 12:06:30,IN_TRANSIT,6.0
4221,3413.0,23151.0,9103.0,2023-12-24 06:38:14,2023-12-26 18:38:14,,21.0
26406,12834.0,20621.0,29532.0,2023-11-16 11:57:48,2023-11-17 23:57:48,DELIVERED,999.0
2679,13386.0,4561.0,10678.0,2024-06-03 06:05:14,2024-06-04 09:05:14,DELIVERED,40.0
5116,20524.0,24200.0,23948.0,2023-01-07 18:54:45,2023-01-09 20:54:45,DELIVERED,65.0
5227,24342.0,26014.0,24812.0,2023-02-17 15:55:28,2023-02-18 21:55:28,DELIVERED,13.0
100,25845.0,19865.0,6601.0,2024-11-08 09:33:42,2024-11-10 23:33:42,DELIVERED,25.0
21662,9282.0,19816.0,204.0,2025-04-20 23:50:05,2025-04-22 20:50:05,IN_TRANSIT,-5.0
26471,20505.0,5482.0,14015.0,2024-07-06 22:37:00,2024-07-07 10:37:00,IN_TRANSIT,25.0
1677,12463.0,26901.0,25616.0,2025-03-17 03:32:17,2025-03-17 06:32:17,FAILED,28.0
28653,28574.0,23724.0,27372.0,2025-04-25 20:04:17,2025-04-26 17:04:17,FAILED,73.0
21212,18699.0,25716.0,8888.0,2024-03-16 00:24:48,2024-03-17 11:24:48,IN_TRANSIT,80.0
5641,3879.0,22322.0,4533.0,2023-02-14 15:25:01,2023-02-15 15:25:01,DELIVERED,-5.0
5342,10438.0,18189.0,14270.0,2024-07-28 11:40:09,2024-07-29 20:40:09,DELIVERED,75.0
21363,5346.0,12243.0,6827.0,2025-06-22 17:56:56,2025-06-25 04:56:56,DELIVERED,90.0
25331,,22540.0,11778.0,2023-03-01 08:26:52,2023-03-02 12:26:52,DELIVERED,85.0
27677,27955.0,9104.0,15838.0,2023-06-17 10:31:36,2023-06-19 20:31:36,DELIVERED,71.0
2975,18955.0,13145.0,6034.0,2024-02-08 04:12:41,2024-02-11 00:12:41,DELIVERED,91.0
627,29543.0,,8026.0,2025-06-01 03:20:49,2025-06-03 10:20:49,DELIVERED,36.0
20475,13899.0,8233.0,11524.0,2023-09-29 16:25:32,2023-01-02 06:00:00,DELIVERED,56.0
21484,7489.0,7107.0,,2024-11-26 06:52:40,2024-11-29 04:52:40,IN_TRANSIT,42.0
29795,3662.0,29887.0,13924.0,2024-10-03 05:44:11,2024-10-04 14:44:11,DELIVERED,26.0
13091,1564.0,14085.0,12105.0,2023-07-05 15:51:45,2023-07-06 23:51:45,FAILED,7.0
6553,11711.0,13102.0,13348.0,2023-11-07 23:34:54,2023-11-10 13:34:54,IN_TRANSIT,65.0
24338,27434.0,16858.0,5944.0,2024-04-30 09:42:47,2024-05-03 03:42:47,IN_TRANSIT,84.0
12139,21250.0,1384.0,27057.0,2024-07-30 15:07:17,2024-07-31 05:07:17,FAILED,63.0
2042,,14711.0,26737.0,2025-01-19 20:40:31,2025-01-20 19:40:31,FAILED,70.0
11682,21969.0,888.0,8237.0,2025-02-03 13:22:33,2023-01-01 04:00:00,FAILED,55.0
9780,16028.0,6751.0,19956.0,2023-02-27 22:05:35,2023-02-28 09:05:35,DELIVERED,55.0
20493,2538.0,22566.0,22866.0,2023-06-23 03:04:06,2023-06-23 15:04:06,DELIVERED,96.0
8247,2951.0,1948.0,15005.0,2025-01-30 17:54:40,2025-02-01 22:54:40,DELIVERED,70.0
25653,25159.0,25232.0,8914.0,2023-04-16 14:52:50,2023-04-17 14:52:50,DELIVERED,70.0
21886,2112.0,5518.0,18231.0,2024-10-06 20:15:43,2024-10-07 04:15:43,,98.0
22734,3437.0,19171.0,7306.0,2023-02-01 00:48:17,2023-02-02 15:48:17,DELIVERED,96.0
7342,28745.0,19948.0,13003.0,2024-03-26 17:14:02,2024-03-27 15:14:02,DELIVERED,50.0
25994,27054.0,13036.0,458.0,2024-10-14 22:21:57,2024-10-17 21:21:57,DELIVERED,64.0
22002,23867.0,12050.0,9610.0,2024-02-23 05:34:35,2024-02-25 21:34:35,FAILED,25.0
3299,2549.0,5088.0,3280.0,2024-09-21 12:48:44,2024-09-22 22:48:44,FAILED,33.0
9427,99999.0,16258.0,22328.0,2024-09-10 10:07:10,2024-09-10 22:07:10,DELIVERED,
19139,28437.0,27827.0,25098.0,2024-10-20 13:08:55,2024-10-22 08:08:55,DELIVERED,70.0
6747,3382.0,22546.0,5150.0,2023-06-23 03:52:16,2023-06-24 18:52:16,DELIVERED,75.0
22859,160.0,3187.0,20932.0,2025-01-05 20:11:52,2025-01-08 00:11:52,DELIVERED,66.0
27771,4024.0,14406.0,29956.0,2024-11-25 04:44:44,2024-11-25 11:44:44,IN_TRANSIT,34.0
28681,4461.0,26753.0,19991.0,2025-06-19 03:19:30,2025-06-19 14:19:30,FAILED,10.0
11287,24567.0,18677.0,14115.0,2025-05-25 11:45:13,2025-05-27 19:45:13,IN_TRANSIT,41.0
4514,29420.0,5300.0,27840.0,2024-10-23 22:40:16,2024-10-26 15:40:16,DELIVERED,2.0
5385,-10.0,5913.0,27050.0,2023-10-21 05:20:23,2023-10-24 04:20:23,DELIVERED,
19677,-10.0,16128.0,10473.0,2024-10-16 21:03:58,2024-10-18 06:03:58,DELIVERED,62.0
8414,4683.0,25638.0,25086.0,2024-05-28 01:10:00,2024-05-28 19:10:00,DELIVERED,7.0
13424,27327.0,4026.0,14806.0,2023-05-04 08:19:11,2023-01-03 01:00:00,DELIVERED,39.0
26924,99999.0,13334.0,17893.0,2023-07-30 03:06:54,2023-08-01 19:06:54,DELIVERED,25.0
28477,22705.0,22517.0,12886.0,2023-02-10 18:18:33,2023-02-11 04:18:33,IN_TRANSIT,64.0
22689,14001.0,21041.0,1660.0,2025-01-25 23:27:05,2025-01-26 01:27:05,IN_TRANSIT,16.0
13912,16842.0,6696.0,19912.0,2023-04-12 17:59:09,2023-04-15 12:59:09,DELIVERED,4.0
13821,22998.0,29285.0,17008.0,2024-12-30 14:02:29,2024-12-31 13:02:29,DELIVERED,85.0
22889,22626.0,14739.0,13924.0,2024-05-11 13:24:52,2024-05-12 03:24:52,DELIVERED,81.0
9607,28756.0,27120.0,12393.0,2024-12-21 21:20:15,2024-12-24 16:20:15,DELIVERED,36.0
23569,11001.0,9404.0,1171.0,2023-10-29 15:57:05,2023-11-01 04:57:05,IN_TRANSIT,91.0
15366,14945.0,,9555.0,2023-08-25 01:52:12,2023-08-26 06:52:12,IN_TRANSIT,25.0
8911,25950.0,10978.0,8796.0,2024-06-05 09:47:13,2024-06-06 00:47:13,DELIVERED,49.0
15677,99999.0,7244.0,17040.0,2025-03-09 04:27:34,2025-03-11 15:27:34,DELIVERED,6.0
21524,26341.0,7886.0,3552.0,2024-09-11 04:38:40,2024-09-11 23:38:40,DELIVERED,24.0
27081,24887.0,17477.0,27948.0,2025-05-29 23:07:58,2025-05-30 13:07:58,FAILED,50.0
16322,25944.0,12784.0,20850.0,2024-01-12 23:53:07,2024-01-13 18:53:07,DELIVERED,88.0
16745,11094.0,24544.0,5760.0,2023-01-12 10:09:01,2023-01-15 07:09:01,DELIVERED,95.0
14928,12727.0,14372.0,13369.0,2023-10-15 01:46:33,2023-10-17 09:46:33,FAILED,90.0
7506,19803.0,1500.0,2534.0,2023-12-22 11:38:35,2023-12-22 21:38:35,FAILED,1.0
10944,3291.0,11101.0,22665.0,2025-04-20 12:45:54,2025-04-21 23:45:54,DELIVERED,72.0
15309,19518.0,14867.0,1539.0,2025-04-04 15:15:56,2025-04-05 02:15:56,DELIVERED,
24169,18246.0,11730.0,21427.0,2025-02-25 13:34:00,2025-02-26 22:34:00,IN_TRANSIT,-5.0
26750,9983.0,26115.0,21647.0,2023-08-22 05:37:22,2023-08-22 22:37:22,DELIVERED,82.0
22480,8206.0,17785.0,19048.0,2025-04-08 19:56:18,2025-04-10 00:56:18,IN_TRANSIT,20.0
8055,12573.0,17211.0,20865.0,2024-03-15 04:01:41,2024-03-17 10:01:41,DELIVERED,26.0
2648,22545.0,27426.0,19953.0,2024-07-22 16:46:28,2024-07-24 21:46:28,DELIVERED,
8378,13793.0,6828.0,20635.0,2023-10-11 02:03:21,2023-10-13 01:03:21,DELIVERED,77.0
12984,26438.0,27524.0,17426.0,2025-02-24 17:26:39,2025-02-25 00:26:39,DELIVERED,82.0
12031,9241.0,2558.0,12542.0,2024-06-03 01:51:39,2024-06-04 05:51:39,DELIVERED,83.0
19843,3542.0,6851.0,16087.0,2024-12-25 08:28:01,2024-12-25 16:28:01,IN_TRANSIT,69.0
8363,11296.0,24982.0,12392.0,2024-03-11 15:08:37,2024-03-12 09:08:37,IN_TRANSIT,94.0
10885,563.0,7901.0,24639.0,2024-03-16 09:47:18,2024-03-17 06:47:18,DELIVERED,8.0
25992,19038.0,9903.0,88.0,2024-03-17 19:19:35,2024-03-19 02:19:35,FAILED,34.0
25705,20936.0,27076.0,13583.0,2023-07-21 07:51:32,2023-07-22 11:51:32,IN_TRANSIT,14.0
9351,13821.0,9346.0,29465.0,2024-12-07 14:55:15,2024-12-09 17:55:15,DELIVERED,29.0
11467,8891.0,24759.0,20229.0,2023-05-28 22:30:30,2023-05-31 14:30:30,DELIVERED,69.0
15545,6126.0,22778.0,24259.0,2024-02-10 18:47:34,2024-02-12 18:47:34,FAILED,90.0
4557,-10.0,10015.0,19422.0,2025-05-18 00:55:02,2025-05-19 20:55:02,IN_TRANSIT,56.0
23250,26214.0,2142.0,9578.0,2024-04-28 11:51:56,2024-04-29 12:51:56,DELIVERED,95.0
5816,3068.0,21119.0,13263.0,2023-04-12 16:02:53,2023-04-13 08:02:53,DELIVERED,10.0
26350,11127.0,27974.0,28997.0,2023-07-16 20:33:12,2023-07-19 16:33:12,IN_TRANSIT,50.0
8092,14109.0,1749.0,25854.0,2023-03-15 10:01:22,2023-03-17 21:01:22,DELIVERED,84.0
21514,2916.0,16026.0,22448.0,2023-01-23 06:13:26,2023-01-26 01:13:26,DELIVERED,26.0
12196,28623.0,11624.0,29397.0,2023-01-04 20:24:27,2023-01-04 09:00:00,DELIVERED,22.0
17964,15901.0,,26578.0,2024-11-18 05:11:02,2024-11-19 13:11:02,FAILED,14.0
8892,11961.0,6593.0,25016.0,2023-01-19 08:43:19,2023-01-20 22:43:19,DELIVERED,59.0
345,10597.0,21345.0,11660.0,2024-07-24 01:35:16,2024-07-26 12:35:16,IN_TRANSIT,44.0
5928,29935.0,21313.0,804.0,2024-03-07 04:55:10,2024-03-09 15:55:10,DELIVERED,4.0
964,8518.0,3858.0,4484.0,2023-01-29 14:46:29,2023-02-01 06:46:29,DELIVERED,17.0
14460,441.0,9148.0,29476.0,2023-09-08 23:54:46,2023-09-10 19:54:46,FAILED,21.0
24916,20310.0,19362.0,8132.0,2023-07-27 13:03:49,2023-07-30 02:03:49,DELIVERED,31.0
14529,28346.0,4712.0,24954.0,2023-08-11 20:02:09,2023-08-14 02:02:09,DELIVERED,27.0
7887,16802.0,4376.0,27623.0,2023-07-13 00:24:28,2023-07-13 15:24:28,IN_TRANSIT,1.0
2010,26025.0,21631.0,18523.0,2024-01-06 18:51:15,2024-01-08 12:51:15,DELIVERED,71.0
24012,3801.0,9037.0,19573.0,2024-12-23 11:28:45,2024-12-24 02:28:45,FAILED,99.0
16374,19573.0,4018.0,13284.0,2023-11-21 21:42:34,2023-11-21 22:42:34,DELIVERED,69.0
25342,124.0,13976.0,12127.0,2023-02-11 20:17:45,2023-02-14 18:17:45,DELIVERED,84.0
24427,2029.0,7960.0,28092.0,2023-07-23 08:26:47,2023-07-23 15:26:47,FAILED,38.0
29126,4971.0,25819.0,24221.0,2023-08-13 01:30:35,2023-08-13 14:30:35,DELIVERED,77.0
11308,99999.0,9456.0,15751.0,2024-05-29 09:33:53,2024-05-29 20:33:53,DELIVERED,69.0
11784,11457.0,15374.0,10411.0,2023-11-27 10:31:57,2023-11-29 16:31:57,IN_TRANSIT,5.0
23407,5228.0,2142.0,28741.0,2025-03-15 11:47:03,2025-03-16 12:47:03,DELIVERED,94.0
25467,2741.0,9552.0,859.0,2025-02-18 14:28:32,2025-02-19 18:28:32,DELIVERED,33.0
17971,7011.0,9736.0,24605.0,2024-10-30 04:35:26,2024-11-01 10:35:26,DELIVERED,56.0
20249,18096.0,,8863.0,2023-08-01 09:15:30,2023-08-03 03:15:30,DELIVERED,60.0
24359,,23284.0,6499.0,2023-08-10 23:11:47,2023-08-11 13:11:47,DELIVERED,20.0
5881,23282.0,10636.0,19674.0,2023-01-30 12:14:39,2023-02-01 08:14:39,IN_TRANSIT,28.0
4878,1309.0,8658.0,29559.0,2025-03-30 03:53:41,2025-03-31 22:53:41,DELIVERED,94.0
23618,13813.0,12794.0,18380.0,2025-05-27 17:33:36,2025-05-27 18:33:36,DELIVERED,69.0
29725,9505.0,17456.0,28136.0,2023-07-02 04:27:13,2023-07-04 13:27:13,FAILED,62.0
13200,11064.0,10275.0,8888.0,2023-02-14 12:14:02,2023-02-17 10:14:02,FAILED,39.0
27777,17348.0,6176.0,14869.0,2023-12-27 03:18:09,2023-12-29 23:18:09,DELIVERED,40.0
7890,8383.0,1199.0,472.0,2025-03-09 10:20:41,2025-03-12 03:20:41,FAILED,19.0
26192,9208.0,22657.0,12466.0,2023-03-27 20:09:14,2023-03-29 20:09:14,FAILED,96.0
29647,25105.0,2763.0,1325.0,2025-03-26 21:42:39,2025-03-27 07:42:39,DELIVERED,
1216,364.0,27427.0,8875.0,2023-11-07 12:11:24,2023-11-08 10:11:24,DELIVERED,77.0
24667,7172.0,16234.0,15974.0,2023-09-08 14:59:59,2023-09-09 05:59:59,DELIVERED,1.0
13531,27475.0,14821.0,28825.0,2023-12-11 04:43:55,2023-12-13 06:43:55,DELIVERED,21.0
12462,1001.0,26784.0,7271.0,2024-02-06 11:59:02,2024-02-08 20:59:02,FAILED,74.0
19385,12961.0,29191.0,2408.0,2024-02-01 19:05:47,2024-02-03 18:05:47,DELIVERED,17.0
16861,3213.0,220.0,3690.0,2023-04-17 14:33:43,2023-04-20 02:33:43,DELIVERED,45.0
7555,27569.0,22756.0,12620.0,2023-10-31 21:53:15,2023-11-03 13:53:15,DELIVERED,
15046,3284.0,19532.0,15526.0,2023-10-10 10:11:12,2023-10-12 02:11:12,DELIVERED,
16393,5861.0,917.0,3420.0,2024-10-30 17:21:30,2024-11-02 01:21:30,DELIVERED,-5.0
12679,18623.0,2390.0,5161.0,2023-10-05 08:13:47,2023-10-06 16:13:47,DELIVERED,95.0
26450,15163.0,2749.0,21140.0,2023-03-05 09:06:43,2023-03-08 07:06:43,DELIVERED,45.0
26726,13447.0,24300.0,26266.0,2023-07-25 23:12:15,2023-07-28 11:12:15,DELIVERED,62.0
3848,15231.0,10238.0,3252.0,2025-02-28 07:33:54,2025-03-01 04:33:54,DELIVERED,56.0
665,18862.0,6639.0,25283.0,2024-01-16 21:45:44,2024-01-17 15:45:44,IN_TRANSIT,64.0
11998,16221.0,24436.0,22701.0,2023-09-11 12:54:15,2023-09-12 10:54:15,DELIVERED,18.0
14092,17300.0,3780.0,6358.0,2023-12-04 01:32:29,2023-12-05 17:32:29,DELIVERED,60.0
3449,5055.0,13699.0,1884.0,2025-05-30 04:00:43,2025-05-30 19:00:43,DELIVERED,99.0
8198,26342.0,10213.0,9214.0,2024-05-11 04:05:35,2024-05-11 08:05:35,DELIVERED,10.0
13209,9482.0,20625.0,982.0,2024-07-04 04:39:51,2024-07-05 03:39:51,DELIVERED,68.0
27131,10175.0,14315.0,7987.0,2024-09-27 19:52:42,2024-09-28 14:52:42,DELIVERED,82.0
8125,16913.0,,23550.0,2023-12-08 18:53:16,2023-12-09 23:53:16,DELIVERED,97.0
20131,5702.0,10494.0,21996.0,2025-05-29 08:03:57,2025-05-30 08:03:57,IN_TRANSIT,91.0
25792,13278.0,29402.0,,2024-10-24 11:27:14,2023-01-01 20:00:00,DELIVERED,6.0
5082,,21195.0,20788.0,2024-11-07 18:10:15,2024-11-07 19:10:15,DELIVERED,14.0
23170,20838.0,20895.0,10639.0,2023-11-11 22:42:05,2023-11-13 01:42:05,IN_TRANSIT,4.0
14367,18388.0,6131.0,16632.0,2024-03-13 05:46:54,2023-01-03 09:00:00,DELIVERED,32.0
26555,23727.0,1828.0,5345.0,2023-01-30 13:50:05,2023-01-30 16:50:05,DELIVERED,66.0
3471,10777.0,14687.0,25608.0,2024-08-10 17:01:27,2024-08-11 08:01:27,DELIVERED,12.0
7331,25888.0,10063.0,14498.0,2023-08-03 21:31:24,2023-08-04 21:31:24,FAILED,44.0
25982,26772.0,20481.0,5542.0,2024-07-02 00:17:36,2024-07-03 05:17:36,DELIVERED,88.0
10323,17067.0,26746.0,19227.0,2025-01-14 01:40:03,2025-01-14 15:40:03,DELIVERED,5.0
21601,11269.0,26692.0,10127.0,2023-08-19 09:59:02,2023-08-21 11:59:02,DELIVERED,86.0
18639,12814.0,18545.0,27446.0,2024-05-11 09:30:07,2023-01-01 06:00:00,IN_TRANSIT,14.0
5552,7167.0,20014.0,21201.0,2025-03-29 21:26:52,2025-04-01 12:26:52,DELIVERED,56.0
24956,26961.0,3233.0,540.0,2023-12-02 09:02:59,2023-12-03 00:02:59,DELIVERED,46.0
20431,24767.0,23728.0,2844.0,2024-08-05 08:49:15,2024-08-06 22:49:15,DELIVERED,50.0
1451,17947.0,16958.0,7151.0,2024-06-29 13:40:16,2024-06-30 00:40:16,DELIVERED,68.0
20632,,18035.0,13947.0,2024-07-06 19:10:44,2024-07-08 13:10:44,IN_TRANSIT,74.0
9402,519.0,14462.0,28784.0,2023-12-06 13:41:07,2023-12-08 04:41:07,DELIVERED,95.0
22726,4640.0,11878.0,12390.0,2024-09-21 14:52:31,2024-09-23 04:52:31,IN_TRANSIT,15.0
9933,22435.0,7936.0,277.0,2023-04-17 06:33:28,2023-04-17 07:33:28,IN_TRANSIT,97.0
28517,17787.0,12708.0,22706.0,2025-05-09 21:46:10,2025-05-12 17:46:10,IN_TRANSIT,90.0
29137,7015.0,5058.0,7521.0,2025-05-26 07:28:36,2025-05-26 10:28:36,IN_TRANSIT,58.0
26407,722.0,21668.0,25852.0,2024-10-26 16:42:50,2024-10-27 00:42:50,DELIVERED,14.0
25366,15800.0,20881.0,2441.0,2023-05-01 17:40:42,2023-05-03 12:40:42,DELIVERED,71.0
8953,18031.0,11103.0,3983.0,2024-03-30 11:30:35,2024-04-02 03:30:35,DELIVERED,
4950,20830.0,15414.0,16549.0,2023-09-12 09:23:58,2023-09-12 22:23:58,DELIVERED,27.0
23073,26599.0,15946.0,7217.0,2024-12-25 18:10:58,2024-12-26 23:10:58,DELIVERED,-5.0
14944,27816.0,20223.0,13456.0,2024-07-08 07:28:54,2024-07-11 00:28:54,FAILED,22.0
3640,19139.0,10391.0,16688.0,2024-02-06 09:27:27,2024-02-07 10:27:27,DELIVERED,78.0
20905,4720.0,7180.0,21749.0,2024-04-15 18:55:22,2024-04-17 03:55:22,IN_TRANSIT,89.0
28327,25807.0,17891.0,3353.0,2024-09-11 06:21:39,2024-09-11 16:21:39,DELIVERED,31.0
10043,26539.0,25917.0,1057.0,2024-07-31 11:36:58,2024-08-02 07:36:58,DELIVERED,98.0
6129,333.0,14542.0,24598.0,2025-02-03 01:30:56,2025-02-05 14:30:56,DELIVERED,64.0
28207,9279.0,20399.0,2830.0,2023-07-15 12:39:57,2023-07-17 18:39:57,DELIVERED,29.0
10995,6515.0,11666.0,21116.0,2024-01-12 09:13:34,2024-01-12 12:13:34,IN_TRANSIT,76.0
853,2364.0,13925.0,20705.0,2025-04-06 15:55:37,2025-04-08 17:55:37,,33.0
25403,389.0,4029.0,28445.0,2023-10-05 11:22:25,2023-10-06 22:22:25,DELIVERED,60.0
15972,11731.0,2644.0,17553.0,2024-12-05 06:14:48,2024-12-06 10:14:48,DELIVERED,15.0
2237,23762.0,9071.0,20973.0,2025-02-15 08:21:55,2025-02-17 22:21:55,FAILED,87.0
3932,23323.0,23948.0,17195.0,2024-08-07 11:37:00,2024-08-08 15:37:00,IN_TRANSIT,25.0
21764,27704.0,28034.0,20810.0,2024-02-10 12:18:34,2024-02-12 11:18:34,IN_TRANSIT,89.0
10498,20126.0,564.0,18878.0,2024-04-08 22:07:08,2024-04-11 06:07:08,IN_TRANSIT,77.0
5115,5004.0,3505.0,24920.0,2023-08-09 10:27:09,2023-08-09 12:27:09,FAILED,66.0
19339,6387.0,10081.0,3402.0,2024-12-12 16:10:41,2024-12-13 14:10:41,DELIVERED,37.0
3493,2331.0,4046.0,28947.0,2023-07-17 13:37:31,2023-07-18 14:37:31,DELIVERED,76.0
4081,10787.0,24388.0,22354.0,2023-04-03 12:22:51,2023-04-05 13:22:51,FAILED,67.0
25424,13799.0,11293.0,10318.0,2024-06-28 18:59:55,2024-06-29 07:59:55,FAILED,54.0
20398,3982.0,18063.0,12778.0,2024-08-15 06:27:40,2024-08-16 15:27:40,DELIVERED,28.0
22544,16093.0,21381.0,,2024-01-10 23:42:01,2024-01-12 00:42:01,DELIVERED,67.0
2282,6156.0,1385.0,3447.0,2023-03-12 23:30:11,2023-03-14 09:30:11,DELIVERED,70.0
26580,7863.0,28357.0,957.0,2024-12-20 19:57:39,2024-12-23 15:57:39,IN_TRANSIT,96.0
7686,22576.0,22396.0,7140.0,2023-09-10 14:14:50,2023-09-11 02:14:50,DELIVERED,90.0
28343,12411.0,21562.0,5055.0,2023-06-11 18:06:15,2023-06-12 00:06:15,DELIVERED,34.0
27896,13379.0,6253.0,23664.0,2025-03-17 07:33:04,2025-03-20 03:33:04,DELIVERED,33.0
19636,12558.0,20731.0,24265.0,2023-10-12 04:17:13,2023-10-13 19:17:13,FAILED,39.0
17211,10060.0,10578.0,2592.0,2024-12-30 15:12:58,2025-01-02 02:12:58,DELIVERED,49.0
22676,11340.0,15815.0,24920.0,2023-03-16 13:17:11,2023-03-17 05:17:11,DELIVERED,63.0
19279,8348.0,21455.0,29952.0,2023-04-18 08:25:45,2023-04-18 09:25:45,FAILED,81.0
25774,6235.0,1838.0,21578.0,2025-06-27 15:24:27,2025-06-28 22:24:27,DELIVERED,21.0
2944,25432.0,4113.0,4434.0,2024-05-24 20:19:38,2024-05-26 06:19:38,DELIVERED,35.0
12681,19725.0,24695.0,17791.0,2025-04-01 13:17:20,2025-04-02 08:17:20,DELIVERED,61.0
1013,15364.0,23644.0,-1.0,2024-09-22 22:53:53,2024-09-25 15:53:53,DELIVERED,63.0
19984,1980.0,25378.0,7777.0,2024-08-03 01:44:18,2024-08-05 17:44:18,DELIVERED,44.0
23230,29472.0,24944.0,2690.0,2024-04-29 14:22:03,2024-04-30 08:22:03,DELIVERED,25.0
313,1934.0,3139.0,16007.0,2025-03-16 00:49:18,2025-03-17 19:49:18,DELIVERED,25.0
5534,25093.0,27604.0,4702.0,2023-11-12 07:53:15,2023-11-14 19:53:15,DELIVERED,6.0
3691,13328.0,8871.0,10105.0,2025-02-15 04:21:40,2025-02-15 08:21:40,DELIVERED,27.0
14106,24880.0,18646.0,26595.0,2023-08-03 15:20:59,2023-08-05 22:20:59,DELIVERED,
26496,27009.0,26236.0,22123.0,2023-05-28 00:43:02,2023-05-30 16:43:02,DELIVERED,
7526,503.0,21159.0,15578.0,2023-05-02 19:21:23,2023-05-03 04:21:23,DELIVERED,60.0
27701,21043.0,16742.0,12113.0,2023-09-26 06:37:07,2023-09-27 07:37:07,IN_TRANSIT,18.0
475,7499.0,29736.0,26963.0,2025-01-18 16:36:09,2025-01-20 18:36:09,FAILED,94.0
6663,,19608.0,14371.0,2023-03-16 02:03:03,2023-03-17 12:03:03,IN_TRANSIT,60.0
4521,4833.0,29967.0,8888.0,2023-10-05 01:43:39,2023-10-07 04:43:39,IN_TRANSIT,32.0
4986,1518.0,27274.0,20261.0,2023-02-21 01:09:52,2023-02-22 06:09:52,DELIVERED,7.0
8417,2884.0,11591.0,26983.0,2024-12-07 08:53:01,2024-12-10 07:53:01,DELIVERED,7.0
